Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Access Type,Source,EID,Active Webpage,Report,SubEvidence,Evidence
"Higgins D., Rohrlach A.B., Kaidonis J., Townsend G., Austin J.J.",15135714000;56674549200;6602132189;35724818700;7402093371;,Differential nuclear and mitochondrial DNA preservation in post-mortem teeth with implications for forensic and ancient DNA studies,2015,PLoS ONE,10,5,e0126935,,,,28,10.1371/journal.pone.0126935,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930682529&doi=10.1371%2fjournal.pone.0126935&partnerID=40&md5=a42d5ce5af0df3164d88a11795dc40f6,"Australian Centre for Ancient DNA, School of Earth and Environmental Sciences and Environment Institute, University of AdelaideSA  5005, Australia; School of Mathematical Sciences, University of AdelaideSA  5005, Australia; School of Dentistry, University of AdelaideSA  5005, Australia","Higgins, D., Australian Centre for Ancient DNA, School of Earth and Environmental Sciences and Environment Institute, University of AdelaideSA  5005, Australia; Rohrlach, A.B., School of Mathematical Sciences, University of AdelaideSA  5005, Australia; Kaidonis, J., School of Dentistry, University of AdelaideSA  5005, Australia; Townsend, G., School of Dentistry, University of AdelaideSA  5005, Australia; Austin, J.J., Australian Centre for Ancient DNA, School of Earth and Environmental Sciences and Environment Institute, University of AdelaideSA  5005, Australia",,"cell nucleus DNA; DNA fragment; mitochondrial DNA; DNA; microsatellite DNA; mitochondrial DNA; adolescent; adult; Article; cementum; controlled study; decomposition; dentin; DNA content; DNA degradation; DNA extraction; female; forensic science; histology; human; human tissue; male; molar tooth; postmortem change; real time polymerase chain reaction; short tandem repeat; soil temperature; tooth; tooth pulp; cell nucleus; forensic genetics; genetics; metabolism; postmortem change; tooth; Cell Nucleus; DNA; DNA, Mitochondrial; Forensic Genetics; Humans; Microsatellite Repeats; Postmortem Changes; Tooth",,Article,Final,Open Access,Scopus,2-s2.0-84930682529,,IFSMS 2016,Forensic Geoscience,Forensic Geoscience
"Hyde E.R., Haarmann D.P., Lynne A.M., Bucheli S.R., Petrosino J.F.",55503461500;37103969300;6507493006;8324381700;6603064501;,The living dead: bacterial community structure of a cadaver at the onset and end of the bloat stage of decomposition.,2013,PloS one,8,10,,,,,110,10.1371/journal.pone.0077733,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896963128&doi=10.1371%2fjournal.pone.0077733&partnerID=40&md5=d483f4969df486051b4c8d6dfac969b4,"Alkek Center for Metagenomics and Microbiome Research, Department of Molecular Virology and Microbiology, Baylor College of Medicine, United States of America., Houston, Texas, United States","Hyde, E.R., Alkek Center for Metagenomics and Microbiome Research, Department of Molecular Virology and Microbiology, Baylor College of Medicine, United States of America., Houston, Texas, United States; Haarmann, D.P.; Lynne, A.M.; Bucheli, S.R.; Petrosino, J.F.",,"RNA 16S; article; bacterium; cadaver; classification; genetics; human; microbiology; microflora; United States; Bacteria; Cadaver; Humans; Microbiota; RNA, Ribosomal, 16S; Soil Microbiology; Texas","Hyde, E.R.",Article,Final,Open Access,Scopus,2-s2.0-84896963128,,IFSMS 2016,Forensic Geoscience,Forensic Geoscience
"Lynch-Aird J., Moffatt C., Simmons T.",56766201300;8615171200;7005795469;,Decomposition Rate and Pattern in Hanging Pigs,2015,Journal of Forensic Sciences,60,5,,1155,1163,,15,10.1111/1556-4029.12796,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941190537&doi=10.1111%2f1556-4029.12796&partnerID=40&md5=2884e85777c94dfb7f559e70710273a7,"School of Forensic and Investigative Sciences, University of Central Lancashire, Preston, PR1 2HE, United Kingdom; Zayed University, Dubai, United Arab Emirates; Department of Forensic Science, Virginia Commonwealth University, Richmond, VA  23284, United States","Lynch-Aird, J., School of Forensic and Investigative Sciences, University of Central Lancashire, Preston, PR1 2HE, United Kingdom; Moffatt, C., School of Forensic and Investigative Sciences, University of Central Lancashire, Preston, PR1 2HE, United Kingdom, Zayed University, Dubai, United Arab Emirates; Simmons, T., Department of Forensic Science, Virginia Commonwealth University, Richmond, VA  23284, United States",Accumulated degree days; Decomposition; Forensic anthropology; Forensic science; Hanging; Pig carcasses; Postmortem interval,"animal; animal model; asphyxia; England; forensic pathology; neck injury; pig; postmortem change; statistical model; Animals; Asphyxia; England; Forensic Pathology; Linear Models; Models, Animal; Neck Injuries; Postmortem Changes; Swine","Simmons, T.P.O. Box 843079 1015 Floyd Avenue, United States",Article,Final,,Scopus,2-s2.0-84941190537,,IFSMS 2016,Forensic Geoscience,Forensic Geoscience
"Ma T., Gui L.F., Wang J.F.",,Growth and development patterns of Hydrotaea spinigera (Diptera: Muscidae) and their significance for estimating postmortem interval,2013,Acta Entomol. Sin.,56,,,890,895,,1,,,,"Ma, T.; Gui, L.F.; Wang, J.F.",,,,Article,Final,,Scopus,2-s2.0-85056782114,,IFSMS 2016,Forensic Geoscience,Forensic Geoscience
"Marhoff S.J., Fahey P., Forbes S.L., Green H.",56590106100;7006775369;7102524526;57201829456;,Estimating post-mortem interval using accumulated degree-days and a degree of decomposition index in Australia: A validation study,2016,Australian Journal of Forensic Sciences,48,1,,24,36,,11,10.1080/00450618.2015.1021378,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953364554&doi=10.1080%2f00450618.2015.1021378&partnerID=40&md5=a257711b59eff464dce1b1c1114c85bc,"School of Science and Health, University of Western Sydney, Sydney, NSW, Australia; Centre for Forensic Science, University of Technology, Sydney, Sydney, NSW, Australia","Marhoff, S.J., School of Science and Health, University of Western Sydney, Sydney, NSW, Australia; Fahey, P., School of Science and Health, University of Western Sydney, Sydney, NSW, Australia; Forbes, S.L., Centre for Forensic Science, University of Technology, Sydney, Sydney, NSW, Australia; Green, H., School of Science and Health, University of Western Sydney, Sydney, NSW, Australia",decomposition; forensic anthropology; human analogues; linear mixed models; time since death,accumulated degree day method; adult; animal tissue; Article; Australia; carcass; decomposition; degree of decomposition index method; domestic pig; nonhuman; post mortem interval; postmortem change; procedures; temperature; time of death; validation study,"Marhoff, S.J.; School of Science and Health, University of Western SydneyAustralia; email: S.Marhoff@uws.edu.au",Article,Final,,Scopus,2-s2.0-84953364554,,IFSMS 2016,Forensic Geoscience,Forensic Geoscience
"Matuszewski S., Szafalowicz M.",8372210800;55776233000;,Temperature-dependent appearance of forensically useful beetles on carcasses,2013,Forensic Science International,229,01-Mar,,92,99,,47,10.1016/j.forsciint.2013.03.034,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886921343&doi=10.1016%2fj.forsciint.2013.03.034&partnerID=40&md5=11d341145a609aa1490438c636e183d1,"Laboratory of Criminalistics, Adam Mickiewicz University, ?w. Marcin 90, 61-809 Pozna?, Poland","Matuszewski, S., Laboratory of Criminalistics, Adam Mickiewicz University, ?w. Marcin 90, 61-809 Pozna?, Poland; Szafa?owicz, M., Laboratory of Criminalistics, Adam Mickiewicz University, ?w. Marcin 90, 61-809 Pozna?, Poland",Coleoptera; Forensic entomology; Post-mortem interval; Pre-appearance interval; Temperature,article; beetle; carcass; Creophilus maxillosus; Dermestes frischii; forensic science; high temperature; imago; larval stage; low temperature; Margarinotus brunneus; Necrobia rufipes; Necrodes littoralis; nonhuman; Ontholestes murinus; Philonthus politus; Poland; priority journal; Saprinus semistriatus; soil analysis; soil temperature; species habitat; Staphylinidae; temperature dependence; Thanatophilus sinuatus; zoology,"Matuszewski, S.; Laboratory of Criminalistics, Adam Mickiewicz University, ?w. Marcin 90, 61-809 Pozna?, Poland; email: szymmat@amu.edu.pl",Article,Final,,Scopus,2-s2.0-84886921343,,IFSMS 2016,Forensic Geoscience,Forensic Geoscience
"Meyer J., Anderson B., Carter D.O.",56885856100;55218121700;7402372823;,Seasonal variation of carcass decomposition and gravesoil chemistry in a cold (Dfa) climate,2013,Journal of Forensic Sciences,58,5,,1175,1182,,29,10.1111/1556-4029.12169,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883551482&doi=10.1111%2f1556-4029.12169&partnerID=40&md5=494d93a0ea85c134aa8e512f26daf859,"Department of Entomology, University of Nebraska-Lincoln, 102 Entomology Hall, Lincoln, NE 68583-0816, United States; Division of Natural Sciences and Mathematics, Laboratory of Forensic Taphonomy, Chaminade University of Honolulu, 115 Wesselkamper Science Center, 3140 Waialae Avenue, Honolulu, HI 96816, United States","Meyer, J., Department of Entomology, University of Nebraska-Lincoln, 102 Entomology Hall, Lincoln, NE 68583-0816, United States; Anderson, B., Department of Entomology, University of Nebraska-Lincoln, 102 Entomology Hall, Lincoln, NE 68583-0816, United States; Carter, D.O., Department of Entomology, University of Nebraska-Lincoln, 102 Entomology Hall, Lincoln, NE 68583-0816, United States, Division of Natural Sciences and Mathematics, Laboratory of Forensic Taphonomy, Chaminade University of Honolulu, 115 Wesselkamper Science Center, 3140 Waialae Avenue, Honolulu, HI 96816, United States",Forensic science; Forensic taphonomy; Koppen-Geiger; Nitrogen cycle; Postmortem interval; Total Body Score,"ammonium derivative; carbon; ninhydrin; nitric acid derivative; nitrogen; analysis of variance; animal; animal model; article; chemistry; cold climate; forensic pathology; forensic science; forensic taphonomy; Koppen-Geiger; nitrogen cycle; pH; postmortem change; postmortem interval; season; soil; swine; Total Body Score; forensic science; forensic taphonomy; Koppen-Geiger; nitrogen cycle; postmortem interval; Total Body Score; Ammonium Compounds; Analysis of Variance; Animals; Carbon; Cold Climate; Forensic Pathology; Hydrogen-Ion Concentration; Models, Animal; Ninhydrin; Nitrates; Nitrogen; Postmortem Changes; Seasons; Soil; Swine","Carter, D.O.; Laboratory of Forensic Taphonomy, Division of Natural Sciences and Mathematics, Chaminade University of Honolulu, 115 Wesselkamper Science Center, 3140 Waialae Avenue, Honolulu, HI 96816, United States; email: david.carter@chaminade.edu",Article,Final,,Scopus,2-s2.0-84883551482,,IFSMS 2016,Forensic Geoscience,Forensic Geoscience
"Myburgh J., L'Abbe E.N., Steyn M., Becker P.J.",57204264088;8530240100;7006176987;35599924500;,Estimating the postmortem interval (PMI) using accumulated degree-days (ADD) in a temperate region of South Africa,2013,Forensic Science International,229,01-Mar,,1650,1650,,40,10.1016/j.forsciint.2013.03.037,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885954444&doi=10.1016%2fj.forsciint.2013.03.037&partnerID=40&md5=28c5b81f61880e287b6214a10e9af2ba,"Forensic Anthropology Research Centre, Department of Anatomy, School of Medicine, Faculty of Health Sciences, University of Pretoria, South Africa; Biostatistics Unit, Medical Research Council, South Africa","Myburgh, J., Forensic Anthropology Research Centre, Department of Anatomy, School of Medicine, Faculty of Health Sciences, University of Pretoria, South Africa; L'Abbé, E.N., Forensic Anthropology Research Centre, Department of Anatomy, School of Medicine, Faculty of Health Sciences, University of Pretoria, South Africa; Steyn, M., Forensic Anthropology Research Centre, Department of Anatomy, School of Medicine, Faculty of Health Sciences, University of Pretoria, South Africa; Becker, P.J., Forensic Anthropology Research Centre, Department of Anatomy, School of Medicine, Faculty of Health Sciences, University of Pretoria, South Africa, Biostatistics Unit, Medical Research Council, South Africa",Accumulated degree-days; Decomposition; Forensic anthropology; Pig models; Postmortem interval; Total body score,accumulated degree day; accuracy; animal tissue; article; autolysis; controlled study; environmental temperature; female; intermethod comparison; linear regression analysis; male; maximum likelihood method; nonhuman; postmortem interval; prediction; priority journal; South Africa; time; time of death; validity,"Myburgh, J.; Department of Anatomy, Private Bag x323, Arcadia 0007, South Africa; email: jolandie.myburgh@up.ac.za",Article,Final,,Scopus,2-s2.0-84885954444,,IFSMS 2016,Forensic Geoscience,Forensic Geoscience
"Olakanye A.O., Thompson T.J.U., Ralebitso-Senior T.K.",12760855200;7401552868;6506538300;,Shifts in soil biodiversity-A forensic comparison between Sus scrofa domesticus and vegetation decomposition,2015,Science and Justice,55,6,,402,407,,10,10.1016/j.scijus.2015.07.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939478216&doi=10.1016%2fj.scijus.2015.07.004&partnerID=40&md5=a6e00a291a1c693f5db5b5e5fd24d0cd,"School of Science and Engineering, Teesside University, Borough Road, Middlesbrough, Teesside, TS1 3BA, United Kingdom","Olakanye, A.O., School of Science and Engineering, Teesside University, Borough Road, Middlesbrough, Teesside, TS1 3BA, United Kingdom; Thompson, T., School of Science and Engineering, Teesside University, Borough Road, Middlesbrough, Teesside, TS1 3BA, United Kingdom; Ralebitso-Senior, T.K., School of Science and Engineering, Teesside University, Borough Road, Middlesbrough, Teesside, TS1 3BA, United Kingdom",Agrostis/Festuca spp; Cadaver; Forensic ecogenomics; Soil microbial communities; Sus scrofa domesticus,"ribosome RNA; RNA 16S; RNA 18S; soil; Agrostis; Article; biodiversity; cadaver; carbon source; decomposition; domestic pig; environmental factor; fungal community; metagenomics; microbial community; microbial diversity; microcosm; nonhuman; pH; soil; soil acidity; soil temperature; vegetation; animal; bacterium; burial; chemistry; forensic medicine; fungus; genetics; microbiology; pig; Poaceae; postmortem change; soil; temperature; Animals; Bacteria; Biodiversity; Burial; Forensic Medicine; Fungi; Hydrogen-Ion Concentration; Poaceae; Postmortem Changes; RNA, Ribosomal, 16S; RNA, Ribosomal, 18S; Soil; Soil Microbiology; Sus scrofa; Temperature","Ralebitso-Senior, T.K.; School of Science and Engineering, Teesside University, Borough Road, United Kingdom; email: K.Ralebitso-Senior@tees.ac.uk",Article,Final,,Scopus,2-s2.0-84939478216,,IFSMS 2016,Forensic Geoscience,Forensic Geoscience
"Papageorgopoulou C., Shved N., Wanek J., Ruhli F.J.",24725341200;8587518500;36718297300;6603622553;,Modeling Ancient Egyptian Mummification on Fresh Human Tissue: Macroscopic and Histological Aspects,2015,Anatomical Record,298,6,,974,987,,7,10.1002/ar.23134,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930343998&doi=10.1002%2far.23134&partnerID=40&md5=9b25128c5c602cdc1dae6777af08203c,"Department of History and Ethnology, Laboratory of Anthropology, Demokritus University of Thrace, Komotini, Greece; Swiss Mummy Project, Centre for Evolutionary Medicine, Institute of Anatomy, University of Zurich, Zurich, Switzerland","Papageorgopoulou, C., Department of History and Ethnology, Laboratory of Anthropology, Demokritus University of Thrace, Komotini, Greece; Shved, N., Swiss Mummy Project, Centre for Evolutionary Medicine, Institute of Anatomy, University of Zurich, Zurich, Switzerland; Wanek, J., Swiss Mummy Project, Centre for Evolutionary Medicine, Institute of Anatomy, University of Zurich, Zurich, Switzerland; Ruhli, F.J., Swiss Mummy Project, Centre for Evolutionary Medicine, Institute of Anatomy, University of Zurich, Zurich, Switzerland",Embalming; Muscle; Natron; Postmortem alteration; Skin,"sodium carbonate; Article; controlled study; epimysium; evidence based practice; female; histology; human; human tissue; humidity; leg; methodology; muscle tissue; paleopathology; pH; postmortem change; priority journal; soft tissue; stratum corneum; temperature measurement; tissue preservation; paleopathology; pathology; posthumous care; procedures; skeletal muscle; skin; tissue preservation; Fungi; Embalming; Female; Humans; Mummies; Muscle, Skeletal; Skin; Tissue Preservation","Papageorgopoulou, C.; Laboratory of Anthropology Department of History and Ethnology, Demokritus University of Thrace, P. Tsaldari 1, Greece; email: cpapage@he.duth.gr",Article,Final,,Scopus,2-s2.0-84930343998,,IFSMS 2016,Forensic Geoscience,Forensic Geoscience
"Pastula E.C., Merritt R.W.",55620501200;7103047675;,Insect arrival pattern and succession on buried carrion in Michigan,2013,Journal of Medical Entomology,50,2,,432,439,,24,10.1603/ME12138,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874872337&doi=10.1603%2fME12138&partnerID=40&md5=f05a4a0d3bb19b3c028da9a4008dde56,"Department of Entomology, Michigan State University, 288 Farm Lane, Room 243, East Lansing, MI 48824, United States","Pastula, E.C., Department of Entomology, Michigan State University, 288 Farm Lane, Room 243, East Lansing, MI 48824, United States; Merritt, R.W., Department of Entomology, Michigan State University, 288 Farm Lane, Room 243, East Lansing, MI 48824, United States",buried carrion; forensic entomology; insect succession; postburial interval,"animal; article; biota; Diptera; evaluation; exhumation; forensic science; growth, development and aging; larva; methodology; physiology; population dynamics; posthumous care; season; soil; species difference; swine; time; United States; Animals; Biota; Burial; Diptera; Exhumation; Forensic Sciences; Larva; Michigan; Population Dynamics; Seasons; Soil; Species Specificity; Sus scrofa; Time Factors","Pastula, E.C.; Department of Entomology, Michigan State University, 288 Farm Lane, Room 243, East Lansing, MI 48824, United States; email: pastulae@msu.edu",Article,Final,Open Access,Scopus,2-s2.0-84874872337,,IFSMS 2016,Forensic Geoscience,Forensic Geoscience
"Rogers C.J., ten Broek C.M.A., Hodson B., Whitehead M.P., Schmerer W.M., Sutton R.",40361498100;35560085500;40361163700;7201719452;6603440055;56219452200;,Identification of crystals forming on porcine articular cartilage: A new method for the estimation of the postmortem interval,2014,Journal of Forensic Sciences,59,6,,1575,1582,,2,10.1111/1556-4029.12567,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911999455&doi=10.1111%2f1556-4029.12567&partnerID=40&md5=1f146d8544230769320fcdb6aafef477,"Department of Chemistry, Glynd?r University, Wrexham, LL11 2ER, United Kingdom; Evolutionary Ecology Group, Department of Biology, University of Antwerp, Antwerp, 2020, Belgium; School of Applied Sciences, University of Wolverhampton, Wolverhampton, WV1 1SB, United Kingdom; School of Biology, Chemistry and Forensic Science, Faculty of Science and Engineering University of Wolverhampton, Wolverhampton, WV1 1SB, United Kingdom","Rogers, C.J., Department of Chemistry, Glynd?r University, Wrexham, LL11 2ER, United Kingdom; ten Broek, C.M.A., Evolutionary Ecology Group, Department of Biology, University of Antwerp, Antwerp, 2020, Belgium; Hodson, B., School of Applied Sciences, University of Wolverhampton, Wolverhampton, WV1 1SB, United Kingdom; Whitehead, M.P., School of Biology, Chemistry and Forensic Science, Faculty of Science and Engineering University of Wolverhampton, Wolverhampton, WV1 1SB, United Kingdom; Schmerer, W.M., School of Biology, Chemistry and Forensic Science, Faculty of Science and Engineering University of Wolverhampton, Wolverhampton, WV1 1SB, United Kingdom; Sutton, R., School of Biology, Chemistry and Forensic Science, Faculty of Science and Engineering University of Wolverhampton, Wolverhampton, WV1 1SB, United Kingdom",Cartilage; Comamonas sp.; Decomposition; Forensic science; Postmortem interval; Struvite,"carbon; culture medium; magnesium; magnesium derivative; nitrogen; oxygen; phosphate; phosphorus; struvite; animal; animal model; articular cartilage; chemistry; Comamonas; crystallization; culture medium; forensic pathology; isolation and purification; pH; pig; postmortem change; scanning electron microscopy; spectrometry; synovium; ultrastructure; Animals; Carbon; Cartilage, Articular; Comamonas; Crystallization; Culture Media; Forensic Pathology; Hydrogen-Ion Concentration; Magnesium; Magnesium Compounds; Microscopy, Electron, Scanning; Models, Animal; Nitrogen; Oxygen; Phosphates; Phosphorus; Postmortem Changes; Spectrometry, X-Ray Emission; Swine; Synovial Membrane","Rogers, C.J.; Department of Chemistry, Glynd?r University, Plas Coch, Mold Road, United Kingdom",Article,Final,,Scopus,2-s2.0-84911999455,,IFSMS 2016,Forensic Geoscience,Forensic Geoscience
"Rysavy N.M., Goff M.L.",55220069800;57207557097;,Preliminary Observations of Arthropods Associated with Buried Carrion on Oahu,2015,Journal of Forensic Sciences,60,2,,462,467,,4,10.1111/1556-4029.12643,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924212726&doi=10.1111%2f1556-4029.12643&partnerID=40&md5=bb94572aa70f9e4e4313f45e42750e0c,"Forensic Sciences Program, Chaminade University, 3140 Waialae Avenue, Honolulu, HI  96816, United States","Rysavy, N.M., Forensic Sciences Program, Chaminade University, 3140 Waialae Avenue, Honolulu, HI  96816, United States; Goff, M.L., Forensic Sciences Program, Chaminade University, 3140 Waialae Avenue, Honolulu, HI  96816, United States",Arthropod succession; Decomposition; Forensic entomology; Forensic science; Shallow burials; Soil,"animal; animal model; arthropod; exhumation; feeding behavior; forensic pathology; larva; pig; posthumous care; postmortem change; United States; zoology; Animals; Arthropods; Burial; Entomology; Exhumation; Feeding Behavior; Forensic Pathology; Hawaii; Larva; Models, Animal; Postmortem Changes; Swine","Rysavy, N.M.; National Jewish Health, 1400 Jackson Street Smith Building, United States",Article,Final,,Scopus,2-s2.0-84924212726,,IFSMS 2016,Forensic Geoscience,Forensic Geoscience
"Schoenen D., Schoenen H.",36762252500;26030705700;,Adipocere formation-The result of insufficient microbial degradation,2013,Forensic Science International,226,01-Mar,,3010,3010,,16,10.1016/j.forsciint.2013.01.023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875592729&doi=10.1016%2fj.forsciint.2013.01.023&partnerID=40&md5=fd6b2e545027de7d592b2701ac896901,"Arzt fur Hygiene, Sigmund-Freud-Str. 4, 53127 Bonn, Germany; Institute of Clinical Microbiology, Immunology and Hygiene Medical Department, University Clinics of Erlangen, Wasserturmstraße 3-5, 91054 Erlangen, Germany","Schoenen, D., Arzt fur Hygiene, Sigmund-Freud-Str. 4, 53127 Bonn, Germany; Schoenen, H., Institute of Clinical Microbiology, Immunology and Hygiene Medical Department, University Clinics of Erlangen, Wasserturmstraße 3-5, 91054 Erlangen, Germany",Adipocere; Microbial decomposition; Taphonomy,fat; hydroxy fatty acid; organic compound; oxygen; water; adipocere formation; article; breathing; cadaver; decomposition; fatty acid metabolism; fatty acid oxidation; fermentation; human; human tissue; microbial activity; microbial degradation; nonhuman; oxygen transport; priority journal; soil,"Schoenen, D.; Arzt fur Hygiene, Sigmund-Freud-Str. 4, 53127 Bonn, Germany; email: dirk@schoenen-online.de",Article,Final,,Scopus,2-s2.0-84875592729,,IFSMS 2016,Forensic Geoscience,Forensic Geoscience
"Seppey C.V.W., Fournier B., Szelecz I., Singer D., Mitchell E.A.D., Lara E.",56017626200;36704657400;56017182100;56506435300;7201803814;23982938200;,Response of forest soil euglyphid testate amoebae (Rhizaria: Cercozoa) to pig cadavers assessed by high-throughput sequencing,2016,International Journal of Legal Medicine,130,2,,551,562,,14,10.1007/s00414-015-1149-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959077623&doi=10.1007%2fs00414-015-1149-7&partnerID=40&md5=9a835aceaa0fca8c9995e9b90266dc2e,"Laboratory of Soil Biology, University of Neuchâtel, Rue Emile-Argand 11, Neuchâtel, 2000, Switzerland; Evolutionary Community Ecology Group, CNRS, University of Montpellier 2, Montpellier Cedex 05, 34095, France; Institute of Forensic Medicine, Goethe University, Kennedyallee 104, Frankfurt, 60596, Germany; Jardin Botanique de Neuchâtel, Chemin du Perthuis-du-Sault 58, Neuchâtel, 2000, Switzerland","Seppey, C.V.W., Laboratory of Soil Biology, University of Neuchâtel, Rue Emile-Argand 11, Neuchâtel, 2000, Switzerland; Fournier, B., Laboratory of Soil Biology, University of Neuchâtel, Rue Emile-Argand 11, Neuchâtel, 2000, Switzerland, Evolutionary Community Ecology Group, CNRS, University of Montpellier 2, Montpellier Cedex 05, 34095, France; Szelecz, I., Laboratory of Soil Biology, University of Neuchâtel, Rue Emile-Argand 11, Neuchâtel, 2000, Switzerland, Institute of Forensic Medicine, Goethe University, Kennedyallee 104, Frankfurt, 60596, Germany; Singer, D., Laboratory of Soil Biology, University of Neuchâtel, Rue Emile-Argand 11, Neuchâtel, 2000, Switzerland; Mitchell, E.A.D., Laboratory of Soil Biology, University of Neuchâtel, Rue Emile-Argand 11, Neuchâtel, 2000, Switzerland, Jardin Botanique de Neuchâtel, Chemin du Perthuis-du-Sault 58, Neuchâtel, 2000, Switzerland; Lara, E., Laboratory of Soil Biology, University of Neuchâtel, Rue Emile-Argand 11, Neuchâtel, 2000, Switzerland",Environmental DNA; Euglyphid testate amoebae; Forensic ecology; Illumina high-throughput sequencing; Metabarcoding; SSU rRNA gene V9 region,"ribosome RNA; soil; animal; animal model; Cercozoa; classification; DNA barcoding; forest; genetics; high throughput sequencing; parasitology; phylogeny; pig; postmortem change; soil; Animals; Cercozoa; DNA Barcoding, Taxonomic; Forests; High-Throughput Nucleotide Sequencing; Models, Animal; Phylogeny; Postmortem Changes; RNA, Ribosomal; Soil; Swine","Seppey, C.V.W.; Laboratory of Soil Biology, University of Neuchâtel, Rue Emile-Argand 11, Switzerland; email: christophe.seppey@unine.ch",Article,Final,,Scopus,2-s2.0-84959077623,,IFSMS 2016,Forensic Geoscience,Forensic Geoscience
"Startari L., Benoit J.N., Quatrehomme G., Carle G., Pognonec P.",55749818000;55749389000;7003553882;26436362200;7004844099;,"Comparison of extractable dna from bone following six-month exposure to outdoor conditions, garden loam, mold contamination or room storage",2013,"Medicine, Science and the Law",53,1,,29,32,,3,10.1258/msl.2012.012018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878290222&doi=10.1258%2fmsl.2012.012018&partnerID=40&md5=22511b310a148a21a6a37e6242be87db,"Universitéde Nice, Laboratoire de Médecine Légale etd'Anthropologie médico-légale, France; CNRS-Universitéde Nice, FRE3502 Nice, France","Startari, L., CNRS-Universitéde Nice, FRE3502 Nice, France; Benoit, J.-N., Universitéde Nice, Laboratoire de Médecine Légale etd'Anthropologie médico-légale, France; Quatrehomme, G., Universitéde Nice, Laboratoire de Médecine Légale etd'Anthropologie médico-légale, France; Carle, G., CNRS-Universitéde Nice, FRE3502 Nice, France; Pognonec, P., CNRS-Universitéde Nice, FRE3502 Nice, France",,DNA; article; chemistry; environmental exposure; femur; forensic genetics; forensic pathology; fungus; human; isolation and purification; laboratory diagnosis; methodology; pathology; soil; DNA; Environmental Exposure; Femur; Forensic Genetics; Forensic Pathology; Fungi; Humans; Soil; Specimen Handling,"Pognonec, P.; CNRS-Universitéde Nice, FRE3502 NiceFrance; email: pognonec@unice.fr",Article,Final,,Scopus,2-s2.0-84878290222,,IFSMS 2016,Forensic Geoscience,Forensic Geoscience
"Hauteo C., Amir Hamzah S.P., Osman K., Abdul Ghani A.A., Hazfalinda Hamzah N.",55779159900;55778251800;25628538500;55779039400;55779008700;,Post mortem changes in relation to different types of clothing,2013,Malaysian Journal of Pathology,35,1,,77,85,,7,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879567739&partnerID=40&md5=75f1c948872e711ace65f3faf44dbaf8,"Schools of Diagnostic and Applied Health Sciences, Universiti Kebangsaan Malaysia, Kuala Lumpur, Malaysia","Hauteo, C., Schools of Diagnostic and Applied Health Sciences, Universiti Kebangsaan Malaysia, Kuala Lumpur, Malaysia; Amir Hamzah, S.P., Schools of Diagnostic and Applied Health Sciences, Universiti Kebangsaan Malaysia, Kuala Lumpur, Malaysia; Osman, K., Schools of Diagnostic and Applied Health Sciences, Universiti Kebangsaan Malaysia, Kuala Lumpur, Malaysia; Abdul Ghani, A.A., Schools of Diagnostic and Applied Health Sciences, Universiti Kebangsaan Malaysia, Kuala Lumpur, Malaysia; Hazfalinda Hamzah, N., Schools of Diagnostic and Applied Health Sciences, Universiti Kebangsaan Malaysia, Kuala Lumpur, Malaysia",Burial; Clothing; Decomposition; Post mortem change; Soil; TBS system,article; autolysis; carcass; clothing; controlled study; exhumation; head; human; insect; limb; mould; neck; nonhuman; paleopathology; posthumous care; postmortem change; rabbit; scoring system; soil analysis; soil moisture; soil property; soil temperature; sun exposure; Animals; Burial; Clothing; Forensic Pathology; Postmortem Changes; Rabbits; Soil,"Amir Hamzah, S. P.; Schools of Diagnostic and Applied Health Sciences, Universiti Kebangsaan Malaysia, Jalan Raja Muda Abdul Aziz, 50300 Kuala Lumpur, Malaysia; email: drsripaah@gmail.com",Article,Final,,Scopus,2-s2.0-84879567739,,IFSMS 2016,Forensic Geoscience,Forensic Geoscience
