Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Access Type,Source,EID,Active Webpage,Report,SubEvidence,Evidence
Umi?ski M.,6603727463;,Driers for alkyd coatings - an overview,2011,PCI-Paint and Coatings Industry,27,9,,,,,,,,,"Umi?ski, M.",,,"Umi?ski, M., Warsaw, Poland; email: muminski@wp.pl",Article,Final,,Scopus,2-s2.0-80052774350,,IFSMS 2013,Paint-Glass,Paint-Glass
"Umpierrez S., Trejos T., Neubauer K., Almirall J.",8912339400;6507011064;7003488349;7004960911;,Determination of iron in glass by solution and laser ablation DRC-ICP-MS,2006,Atomic Spectroscopy,27,3,,76,79,,5,,,"Department of Chemistry and Biochemistry, International Forensic Research Institute, Florida International University, Miami, FL 33199, United States; PerkinElmer Life and Analytical Sciences, Shelton, CT 06484, United States","Umpierrez, S., Department of Chemistry and Biochemistry, International Forensic Research Institute, Florida International University, Miami, FL 33199, United States; Trejos, T., Department of Chemistry and Biochemistry, International Forensic Research Institute, Florida International University, Miami, FL 33199, United States; Neubauer, K., PerkinElmer Life and Analytical Sciences, Shelton, CT 06484, United States; Almirall, J., Department of Chemistry and Biochemistry, International Forensic Research Institute, Florida International University, Miami, FL 33199, United States",,,"Almirall, J.; Department of Chemistry and Biochemistry, International Forensic Research Institute, Florida International University, Miami, FL 33199, United States; email: almirall@flu.edu",Article,Final,,Scopus,2-s2.0-33746860292,,IFSMS 2007,Paint-Glass,Paint-Glass
"Vagnini M., Miliani C., Cartechini L., Rocchi P., Brunetti B.G., Sgamellotti A.",23991704500;6603611247;57201283088;57206414475;7005587878;7005769062;,FT-NIR spectroscopy for non-invasive identification of natural polymers and resins in easel paintings,2009,Analytical and Bioanalytical Chemistry,395,7,,2107,2118,,90,10.1007/s00216-009-3145-6,,"Centro di Eccellenza SMAArt (Scientific Methodologies Applied to Archaeology and Art), C/o Dipartimento di Chimica, Università degli Studi di Perugia, Via Elce di Sotto 8, Perugia 06123, Italy; CNR-ISTM, Via Elce di Sotto 8, Perugia 06123, Italy","Vagnini, M., Centro di Eccellenza SMAArt (Scientific Methodologies Applied to Archaeology and Art), C/o Dipartimento di Chimica, Università degli Studi di Perugia, Via Elce di Sotto 8, Perugia 06123, Italy; Miliani, C., CNR-ISTM, Via Elce di Sotto 8, Perugia 06123, Italy; Cartechini, L., CNR-ISTM, Via Elce di Sotto 8, Perugia 06123, Italy; Rocchi, P., CNR-ISTM, Via Elce di Sotto 8, Perugia 06123, Italy; Brunetti, B.G., Centro di Eccellenza SMAArt (Scientific Methodologies Applied to Archaeology and Art), C/o Dipartimento di Chimica, Università degli Studi di Perugia, Via Elce di Sotto 8, Perugia 06123, Italy; Sgamellotti, A., Centro di Eccellenza SMAArt (Scientific Methodologies Applied to Archaeology and Art), C/o Dipartimento di Chimica, Università degli Studi di Perugia, Via Elce di Sotto 8, Perugia 06123, Italy, CNR-ISTM, Via Elce di Sotto 8, Perugia 06123, Italy",Natural organic compounds; Near-FTIR; Paintings; Portable equipments,Amount of information; Analytical approach; Analytical Instrumentation; Animal glues; Cultural heritages; FT-NIR spectroscopy; FTIR; GC-MS analysis; Molecular information; Natural resins; Near-FTIR; NIR spectrum; Non-invasive; Noncontact measurements; Organic components; Portable device; Spectral database; Spectral feature; Spectroscopic data; Biopolymers; Drying oils; Forestry; Fourier transform infrared spectroscopy; Infrared devices; Near infrared spectroscopy; Olefins; Portable equipment; Protective coatings; Reflection; Resins; Stratigraphy; Supramolecular chemistry; Painting; Animalia,"Vagnini, M.; Centro di Eccellenza SMAArt (Scientific Methodologies Applied to Archaeology and Art), C/o Dipartimento di Chimica, Università Degli Studi di Perugia, Via Elce di Sotto 8, Perugia 06123, Italy; email: manuela@thch.unipg.it",Conference Paper,Final,,Scopus,2-s2.0-71449088196,,IFSMS 2010,Paint-Glass,Paint-Glass
"Vahur S, Sibul K, Ehasalu P, Sammelselg V, Leito I.",,"Paint investigation of altar and pulpit in the church of St. Mary, Vigala, Estonia",2009,Preservation Science,6,,,43,52,,,,,,,Colour scheme; altar; pulpit; paint layers; SEM-EDS; ATR-FT-IR,,,Article,,,,,,IFSMS 2010,Paint-Glass,Paint-Glass
"Vamer J. R., Quinn G. D., Wightman M. ",,Fractography of Glasses and Ceramics V,2007,"Fifth Conference on the Fractography of Glasses and Ceramics, Hoboken",,,,484,,,,,,,,,,,Proceedings,,,,,,IFSMS 2010,Paint-Glass,Paint-Glass
van Bardeleben M.,,Implementing sustainability,2011,European Coatings Journal,,,,38,40,,,,,,,,,,Magazine,,,,,,IFSMS 2013,Paint-Glass,Paint-Glass
"van Beek H., Fritzen P., Rohe B",,Fighting fading,2011,European Coatings Journal,,,,72,77,,,,,,,,,,Magazine,,,,,,IFSMS 2013,Paint-Glass,Paint-Glass
"van den Berg K.J., van der Ven L.G.J., van den Haak H.J.W.",56357171300;36729314900;57201498934;,Development of waterborne UV-A curable clear coat for car refinishes,2008,Progress in Organic Coatings,61,02-Apr,,110,118,,30,10.1016/j.porgcoat.2007.09.037,,"Akzo Nobel Car Refinishes, P.O. Box 3, 2170BA Sassenheim, Netherlands","van den Berg, K.J., Akzo Nobel Car Refinishes, P.O. Box 3, 2170BA Sassenheim, Netherlands; van der Ven, L.G.J., Akzo Nobel Car Refinishes, P.O. Box 3, 2170BA Sassenheim, Netherlands; van den Haak, H.J.W., Akzo Nobel Car Refinishes, P.O. Box 3, 2170BA Sassenheim, Netherlands",Acryloyl functional polyurethane dispersion; Atomic force microscopy; Car refinishes; Durability; Film properties; Maleimide functional polyurethane dispersion; Synthesis; Waterborne UV-A light curable clear coat,Atomic force microscopy; Curing; Film preparation; Functional polymers; Molecular weight; Polyurethanes; Ultraviolet radiation; Car refinishes; Film properties; Maleimide functional polyurethane dispersion; Waterborne UV-A light curable clear coats; Coatings,"van den Berg, K.J.; Akzo Nobel Car Refinishes, P.O. Box 3, 2170BA Sassenheim, Netherlands; email: Keimpe.vandenberg@akzonobel.com",Article,Final,,Scopus,2-s2.0-38749148803,,IFSMS 2010,Paint-Glass,Paint-Glass
"Van Der Linden V., Bultinck E., De Ruytter J., Schalm O., Janssens K., Devos W., Tiri W.",8832879400;23396275300;8832878900;7003269217;26642922800;8832879200;8832879300;,"Compositional analysis of 17-18th century archaeological glass fragments, excavated in Mechelen, Belgium: Comparison with data from neighboring cities in the Low Countries",2005,"Nuclear Instruments and Methods in Physics Research, Section B: Beam Interactions with Materials and Atoms",239,01-Feb,,100,106,,19,10.1016/j.nimb.2005.06.219,,"Department of Chemistry, University of Antwerp, Universiteitsplein 1, B-2610 Antwerp, Belgium; Mechelse Vereniging voor Stadsarcheologie, Paardenstraatje 15, B-2800 Mechelen, Belgium","Van Der Linden, V., Department of Chemistry, University of Antwerp, Universiteitsplein 1, B-2610 Antwerp, Belgium; Bultinck, E., Department of Chemistry, University of Antwerp, Universiteitsplein 1, B-2610 Antwerp, Belgium; De Ruytter, J., Department of Chemistry, University of Antwerp, Universiteitsplein 1, B-2610 Antwerp, Belgium; Schalm, O., Department of Chemistry, University of Antwerp, Universiteitsplein 1, B-2610 Antwerp, Belgium; Janssens, K., Department of Chemistry, University of Antwerp, Universiteitsplein 1, B-2610 Antwerp, Belgium; Devos, W., Mechelse Vereniging voor Stadsarcheologie, Paardenstraatje 15, B-2800 Mechelen, Belgium; Tiri, W., Mechelse Vereniging voor Stadsarcheologie, Paardenstraatje 15, B-2800 Mechelen, Belgium",17th and 18th century; Antwerp; Archaeological glass; Electron probe X-ray microanalysis (EPXMA); Mechelen,Composition effects; Data reduction; Electrons; X ray analysis; Antwerp; Archaeological glass; Glass vessels; Mechelen; Glass,"Janssens, K.; Department of Chemistry, University of Antwerp, Universiteitsplein 1, B-2610 Antwerp, Belgium; email: koen.janssens@ua.ac.be",Conference Paper,Final,,Scopus,2-s2.0-25144446801,,IFSMS 2007,Paint-Glass,Paint-Glass
"Van Der Linden V., Cosyns P., Schalm O., Cagno S., Nys K., Janssens K., Nowak A., Wagner B., Bulska E.",8832879400;36160822400;7003269217;23569094800;25723633500;26642922800;57211105281;57187682400;7006054924;,Deeply coloured and black glass in the northern provinces of the Roman empire: Differences and similarities in chemical composition before and after AD 150,2009,Archaeometry,51,5,,822,844,,42,10.1111/j.1475-4754.2008.00434.x,,"University of Antwerp (UA), Department of Chemistry, Universiteitsplein 1, B-2610 Antwerp, Belgium; Vrije Universiteit Brussel (VUB), Department of Art History and Archaeology, Pleinlaan 2, B-1050 Brussels, Belgium; Faculty of Chemistry, University of Warsaw, Pasteura 1, PL-030 Warsaw, Poland","Van Der Linden, V., University of Antwerp (UA), Department of Chemistry, Universiteitsplein 1, B-2610 Antwerp, Belgium; Cosyns, P., Vrije Universiteit Brussel (VUB), Department of Art History and Archaeology, Pleinlaan 2, B-1050 Brussels, Belgium; Schalm, O., University of Antwerp (UA), Department of Chemistry, Universiteitsplein 1, B-2610 Antwerp, Belgium; Cagno, S., University of Antwerp (UA), Department of Chemistry, Universiteitsplein 1, B-2610 Antwerp, Belgium; Nys, K., Vrije Universiteit Brussel (VUB), Department of Art History and Archaeology, Pleinlaan 2, B-1050 Brussels, Belgium; Janssens, K., University of Antwerp (UA), Department of Chemistry, Universiteitsplein 1, B-2610 Antwerp, Belgium; Nowak, A., Faculty of Chemistry, University of Warsaw, Pasteura 1, PL-030 Warsaw, Poland; Wagner, B., Faculty of Chemistry, University of Warsaw, Pasteura 1, PL-030 Warsaw, Poland; Bulska, E., Faculty of Chemistry, University of Warsaw, Pasteura 1, PL-030 Warsaw, Poland",Analysis; Black; Deeply coloured; Glass colouring; LA-ICP-MS; Late la tène; Roman; SEM-EDS; Technological evolution,chemical composition; color; glass; inductively coupled plasma method; Roman era; scanning electron microscopy; technological development; trace element,"Van Der Linden, V.; University of Antwerp (UA), Department of Chemistry, Universiteitsplein 1, B-2610 Antwerp, Belgium",Article,Final,,Scopus,2-s2.0-77953126832,,IFSMS 2010,Paint-Glass,Paint-Glass
"Van der Linden V., Schalm O., Houbraken J., Thomas M., Meesdom E., Devos A., Van Dooren R., Nieuwdorp H., Janssen E., Janssensa K.",8832879400;7003269217;55894018600;34882206800;36172210400;36172381700;36172624200;36172266200;34881782700;36172348100;,Chemical analysis of 16th to 19th century Limoges School 'Painted enamel' objects in threemuseums of the low countries,2010,X-Ray Spectrometry,39,2,,112,121,,9,10.1002/xrs.1207,,"Universiteit Antwerpen, Universiteitsplein 1, 2610 Wilrijk, Belgium; Berthastraat 1, 5507 LT Veldhoven, Netherlands; Museum Boijmans Van Beuningen, Museumpark 18-20, 3015 CX Rotterdam, Netherlands; Museum Vleeshuis, Vleeshouwersstraat 38-40, 2000 Antwerpen, Belgium; Museum Mayer van den Bergh, Lange Gasthuisstraat 19, 2000 Antwerpen, Belgium; Collectiebeleid/Behoud en Beheer, Hessenhuis, Falconrui 53, 2000 Antwerpen, Belgium","Van der Linden, V., Universiteit Antwerpen, Universiteitsplein 1, 2610 Wilrijk, Belgium; Schalm, O., Universiteit Antwerpen, Universiteitsplein 1, 2610 Wilrijk, Belgium; Houbraken, J., Berthastraat 1, 5507 LT Veldhoven, Netherlands; Thomas, M., Museum Boijmans Van Beuningen, Museumpark 18-20, 3015 CX Rotterdam, Netherlands; Meesdom, E., Museum Vleeshuis, Vleeshouwersstraat 38-40, 2000 Antwerpen, Belgium; Devos, A., Museum Vleeshuis, Vleeshouwersstraat 38-40, 2000 Antwerpen, Belgium; Van Dooren, R., Museum Mayer van den Bergh, Lange Gasthuisstraat 19, 2000 Antwerpen, Belgium; Nieuwdorp, H., Museum Mayer van den Bergh, Lange Gasthuisstraat 19, 2000 Antwerpen, Belgium; Janssen, E., Collectiebeleid/Behoud en Beheer, Hessenhuis, Falconrui 53, 2000 Antwerpen, Belgium; Janssensa, K., Universiteit Antwerpen, Universiteitsplein 1, 2610 Wilrijk, Belgium",,,"Van der Linden, V.; UniversiteitAntwerpen, Universiteitsplein 1, 2610 Wilrijk, Belgium; email: veerle.vanderlinden@ua.ac.be",Article,Final,,Scopus,2-s2.0-77954627698,,IFSMS 2010,Paint-Glass,Paint-Glass
"Van Der Pal K.J., Sauzier G., Maric M., Van Bronswijk W., Pitts K., Lewis S.W.",56703171900;55600124800;55345613200;35587577900;55345262200;7404038754;,The effect of environmental degradation on the characterisation of automotive clear coats by infrared spectroscopy,2016,Talanta,148,,,715,720,,10,10.1016/j.talanta.2015.08.058,,"Nanochemistry Research Institute, GPO Box U1987, Perth, WA  6845, Australia; Department of Chemistry, Curtin University, GPO Box U1987, Perth, WA  6845, Australia; ChemCentre, Bentley Delivery Centre, PO Box 1250WA  6983, Australia","Van Der Pal, K.J., Nanochemistry Research Institute, GPO Box U1987, Perth, WA  6845, Australia, Department of Chemistry, Curtin University, GPO Box U1987, Perth, WA  6845, Australia; Sauzier, G., Nanochemistry Research Institute, GPO Box U1987, Perth, WA  6845, Australia, Department of Chemistry, Curtin University, GPO Box U1987, Perth, WA  6845, Australia; Maric, M., Nanochemistry Research Institute, GPO Box U1987, Perth, WA  6845, Australia, Department of Chemistry, Curtin University, GPO Box U1987, Perth, WA  6845, Australia; Van Bronswijk, W., Department of Chemistry, Curtin University, GPO Box U1987, Perth, WA  6845, Australia; Pitts, K., ChemCentre, Bentley Delivery Centre, PO Box 1250WA  6983, Australia; Lewis, S.W., Nanochemistry Research Institute, GPO Box U1987, Perth, WA  6845, Australia, Department of Chemistry, Curtin University, GPO Box U1987, Perth, WA  6845, Australia",Automotive clear coat; Environmental degradation; Forensic science; IR spectroscopy,Characterization; Forensic science; Infrared spectroscopy; Weathering; Chemical change; Chemometric modelling; Clear coats; Infrared spectrum; Model prediction; Potential effects; Surface characterisation; Synchrotron infrared microscopy; Photodegradation,"Lewis, S.W.; Nanochemistry Research Institute, GPO Box U1987, Australia; email: S.Lewis@curtin.edu.au",Article,Final,,Scopus,2-s2.0-84949092475,,IFSMS 2019,Paint-Glass,Paint-Glass
"Van Der Snickt G., De Nolf W., Vekemans B., Janssens K.",15133302800;16052204600;55883441600;26642922800;,?-XRF/?-RS vs. SR ?-XRD for pigment identification in illuminated manuscripts,2008,Applied Physics A: Materials Science and Processing,92,1,,59,68,,59,10.1007/s00339-008-4447-9,,"Department of Chemistry, University of Antwerp, Universiteitsplein 1, 2610 Antwerp, Belgium","Van Der Snickt, G., Department of Chemistry, University of Antwerp, Universiteitsplein 1, 2610 Antwerp, Belgium; De Nolf, W., Department of Chemistry, University of Antwerp, Universiteitsplein 1, 2610 Antwerp, Belgium; Vekemans, B., Department of Chemistry, University of Antwerp, Universiteitsplein 1, 2610 Antwerp, Belgium; Janssens, K., Department of Chemistry, University of Antwerp, Universiteitsplein 1, 2610 Antwerp, Belgium",,Molecular structure; Spectroscopic analysis; Synchrotron radiation; X ray diffraction; Forensic materials; Molecular combinations; Pigments,"Van Der Snickt, G.; Department of Chemistry, University of Antwerp, Universiteitsplein 1, 2610 Antwerp, Belgium; email: geert.vandersnickt@ua.ac.be",Article,Final,,Scopus,2-s2.0-44749092300,,IFSMS 2010,Paint-Glass,Paint-Glass
"Van Der Snickt G., Dik J., Cotte M., Janssens K., Jaroszewicz J., De Nolf W., Groenewegen J., Van Der Loeff L.",15133302800;12794982000;8971644100;26642922800;27171714600;16052204600;26435170000;24722421400;,Characterization of a degraded cadmium yellow (CdS) pigment in an oil painting by means of synchrotron radiation based X-ray techniques,2009,Analytical Chemistry,81,7,,2600,2610,,94,10.1021/ac802518z,,"Department of Chemistry, University of Antwerp, Universiteitsplein 1, B-2610 Wilrijk, Belgium; Department of Materials Science and Engineering, Delft University of Technology, Mekelweg 2, NL-2628CD Delft, Netherlands; Laboratoire du Centre de Recherche et de Restauration des Musées de France (LC2RMF), CNRS UMR 171, Palais du Louvre, 14, Quai François Mitterand, F-75001 Paris, France; European Synchrotron Radiation Facility, Polygone Scientifique Louis Néel, 6, rue Jules Horowitz, F-38000 Grenoble, France; Conservation Department, Kröller-Müller Museum, Houtkampweg 6, NL-6731AW Otterlo, Netherlands","Van Der Snickt, G., Department of Chemistry, University of Antwerp, Universiteitsplein 1, B-2610 Wilrijk, Belgium; Dik, J., Department of Materials Science and Engineering, Delft University of Technology, Mekelweg 2, NL-2628CD Delft, Netherlands; Cotte, M., Laboratoire du Centre de Recherche et de Restauration des Musées de France (LC2RMF), CNRS UMR 171, Palais du Louvre, 14, Quai François Mitterand, F-75001 Paris, France, European Synchrotron Radiation Facility, Polygone Scientifique Louis Néel, 6, rue Jules Horowitz, F-38000 Grenoble, France; Janssens, K., Department of Chemistry, University of Antwerp, Universiteitsplein 1, B-2610 Wilrijk, Belgium; Jaroszewicz, J., Department of Chemistry, University of Antwerp, Universiteitsplein 1, B-2610 Wilrijk, Belgium; De Nolf, W., Department of Chemistry, University of Antwerp, Universiteitsplein 1, B-2610 Wilrijk, Belgium; Groenewegen, J., Department of Materials Science and Engineering, Delft University of Technology, Mekelweg 2, NL-2628CD Delft, Netherlands; Van Der Loeff, L., Conservation Department, Kröller-Müller Museum, Houtkampweg 6, NL-6731AW Otterlo, Netherlands",,Cadmium sulfide; Degradation; Fluorescence; Fluorescence spectroscopy; II-VI semiconductors; Paint; Scanning electron microscopy; Spectrometers; Sulfur compounds; Synchrotron radiation; Synchrotrons; X ray absorption; X ray diffraction; Chemical transformations; Degradation products; Elemental distribution; Energy dispersive spectrometers; Micro X-ray fluorescence; Straightforward techniques; X-ray absorption near edge spectroscopy; X-ray diffraction measurements; Photodegradation; ammonia; cadmium derivative; cadmium sulfate; oil; paint; pigment; sodium chloride; sulfur; absorption spectroscopy; article; chemical analysis; chemical reaction; color; degradation; fluorescence imaging; microphotography; microscopy; painting; precipitation; roentgen spectroscopy; scanning electron microscopy; spectrometer; synchrotron radiation; ultraviolet radiation; X ray analysis; X ray diffraction,"Janssens, K.; Department of Chemistry, University of Antwerp, Universiteitsplein 1, B-2610 Wilrijk, Belgium; email: koen.janssens@ua.ac.be",Article,Final,,Scopus,2-s2.0-64849083395,,IFSMS 2010,Paint-Glass,Paint-Glass
"Van der Snickt G., Janssens K., Schalm O., Aibéo C., Kloustc H., Alfelda M.",15133302800;26642922800;7003269217;57208968970;36172429400;36172346300;,James Ensor's pigment use: Artistic andmaterial evolution studied bymeans of portable X-ray fluorescence spectrometry,2010,X-Ray Spectrometry,39,2,,103,111,,28,10.1002/xrs.1235,,"Department of Chemistry, University of Antwerp, Universiteitsplein 1, B-2610 Wilrijk, Belgium; Dipartimento di Chimica, Universit'a di Firenze, Via della Lastruccia 13, 50019 Sesto Fiorentino, Italy; Department of Chemistry, Universität Hamburg, Martin-Luther-King Platz 6, 20146 Hamburg, Germany","Van der Snickt, G., Department of Chemistry, University of Antwerp, Universiteitsplein 1, B-2610 Wilrijk, Belgium; Janssens, K., Department of Chemistry, University of Antwerp, Universiteitsplein 1, B-2610 Wilrijk, Belgium; Schalm, O., Department of Chemistry, University of Antwerp, Universiteitsplein 1, B-2610 Wilrijk, Belgium; Aibéo, C., Dipartimento di Chimica, Universit'a di Firenze, Via della Lastruccia 13, 50019 Sesto Fiorentino, Italy; Kloustc, H., Department of Chemistry, Universität Hamburg, Martin-Luther-King Platz 6, 20146 Hamburg, Germany; Alfelda, M., Department of Chemistry, University of Antwerp, Universiteitsplein 1, B-2610 Wilrijk, Belgium, Department of Chemistry, Universität Hamburg, Martin-Luther-King Platz 6, 20146 Hamburg, Germany",,,"Van der Snickt, G.; Department of Chemistry, University of Antwerp, Universiteitsplein 1, B-2610 Wilrijk, Belgium; email: geert.vandersnickt@ua.ac.be",Article,Final,,Scopus,2-s2.0-77954644286,,IFSMS 2010,Paint-Glass,Paint-Glass
"van der Ven L.G.J., Leijzer R.T.M., van den Berg K.J., Ganguli P., Lagendijk R.",36729314900;6506087117;56357171300;15848238400;15848671100;,Interactions between basecoats and clearcoats in car refinish systems,2007,Progress in Organic Coatings,58,02-Mar,,117,121,,3,10.1016/j.porgcoat.2006.08.019,,"Akzo Nobel Car Refinishes Arnhem, P.O. Box 9300, 6800 SB Arnhem, Netherlands; Akzo Nobel Car Refinishes Sassenheim, Netherlands","van der Ven, L.G.J., Akzo Nobel Car Refinishes Arnhem, P.O. Box 9300, 6800 SB Arnhem, Netherlands; Leijzer, R.T.M., Akzo Nobel Car Refinishes Arnhem, P.O. Box 9300, 6800 SB Arnhem, Netherlands; van den Berg, K.J., Akzo Nobel Car Refinishes Sassenheim, Netherlands; Ganguli, P., Akzo Nobel Car Refinishes Sassenheim, Netherlands; Lagendijk, R., Akzo Nobel Car Refinishes Sassenheim, Netherlands",Basecoat; Binder; Car refinish; Clearcoat; Interactions; Stabilizers,Automotive engineering; Binders; Crosslinking; Finishing; Paint; Stabilizers (agents); Volatile organic compounds; Basecoat; Basecoat clearcoat combinations; Car refinish; Clearcoat; Protective coatings,"van der Ven, L.G.J.; Akzo Nobel Car Refinishes Arnhem, P.O. Box 9300, 6800 SB Arnhem, Netherlands; email: Leo.vanderven@cah.akzonobel.com",Article,Final,,Scopus,2-s2.0-33847042679,,IFSMS 2010,Paint-Glass,Paint-Glass
"Van Der Weerd J., Brammer H., Boon J.J., Heeren R.M.A.",6603650278;6701506893;18833877500;7003804002;,Fourier transform infrared microscopic imaging of an embedded paint cross-section,2002,Applied Spectroscopy,56,3,,275,283,,48,10.1366/0003702021954683,,"FOM Inst. for Atomic Molecular Phys., Kruislaan 407, 1098 SJ Amsterdam, Netherlands","Van Der Weerd, J., FOM Inst. for Atomic Molecular Phys., Kruislaan 407, 1098 SJ Amsterdam, Netherlands; Brammer, H., FOM Inst. for Atomic Molecular Phys., Kruislaan 407, 1098 SJ Amsterdam, Netherlands; Boon, J.J., FOM Inst. for Atomic Molecular Phys., Kruislaan 407, 1098 SJ Amsterdam, Netherlands; Heeren, R.M.A., FOM Inst. for Atomic Molecular Phys., Kruislaan 407, 1098 SJ Amsterdam, Netherlands",Conservation study; Fourier transform infrared spectroscopic imaging; Old masters paint; Rembrandt,Discoloration; Energy dispersive spectroscopy; Infrared imaging; Paint; Scanning electron microscopy; Fourier transform microscopic imaging; Old masters paint; Paint cross section; Fourier transform infrared spectroscopy,"Boon, J.J.; FOM Inst. for Atomic Molecular Phys., Kruislaan 407, 1098 SJ Amsterdam, Netherlands",Article,Final,,Scopus,2-s2.0-0036500442,,IFSMS 2004,Paint-Glass,Paint-Glass
"van der Weerd J., Smith G.D., Firth S., Clark R.J.H.",6603650278;57005782900;55537034600;35519065700;,Identification of black pigments on prehistoric Southwest American potsherds by infrared and Raman microscopy,2004,Journal of Archaeological Science,31,10,,1429,1437,,58,10.1016/j.jas.2004.03.008,,"Christopher Ingold Laboratories, University College London, 20 Gordon Street, London WC1H 0AJ, United Kingdom; National Synchrotron Light Source, Brookhaven National Laboratory, P.O. Box 5000, Upton, NY 11973-5000, United States","van der Weerd, J., Christopher Ingold Laboratories, University College London, 20 Gordon Street, London WC1H 0AJ, United Kingdom; Smith, G.D., Christopher Ingold Laboratories, University College London, 20 Gordon Street, London WC1H 0AJ, United Kingdom, National Synchrotron Light Source, Brookhaven National Laboratory, P.O. Box 5000, Upton, NY 11973-5000, United States; Firth, S., Christopher Ingold Laboratories, University College London, 20 Gordon Street, London WC1H 0AJ, United Kingdom; Clark, R.J.H., Christopher Ingold Laboratories, University College London, 20 Gordon Street, London WC1H 0AJ, United Kingdom",Ancestral puebloan pottery; Carbon-based pigments; Iron oxides; Raman microscopy,pigment,"Clark, R.J.H.; Christopher Ingold Laboratories, University College London, 20 Gordon Street, London WC1H 0AJ, United Kingdom; email: r.j.h.clark@ucl.ac.uk",Article,Final,,Scopus,2-s2.0-4544319318,,IFSMS 2007,Paint-Glass,Paint-Glass
"Van der Weerd J., Van Veen M.K., Heeren R.M.A., Boon J.J.",6603650278;36924686800;7003804002;18833877500;,Identification of pigments in paint cross sections by reflection visible light imaging microspectroscopy,2003,Analytical Chemistry,75,4,,716,722,,20,10.1021/ac020282g,,"FOM Institute for Atomic and Molecular Physics, Kruislaan 407, 1098 SJ Amsterdam, Netherlands","Van der Weerd, J., FOM Institute for Atomic and Molecular Physics, Kruislaan 407, 1098 SJ Amsterdam, Netherlands; Van Veen, M.K., FOM Institute for Atomic and Molecular Physics, Kruislaan 407, 1098 SJ Amsterdam, Netherlands; Heeren, R.M.A., FOM Institute for Atomic and Molecular Physics, Kruislaan 407, 1098 SJ Amsterdam, Netherlands; Boon, J.J., FOM Institute for Atomic and Molecular Physics, Kruislaan 407, 1098 SJ Amsterdam, Netherlands",,Light imaging microspectroscopy; Discoloration; Imaging techniques; Light reflection; Mapping; Optimization; Spectroscopic analysis; Pigments; basic cupric carbonate; dye; indigo carmine; pigment; smalt; ultramarine; unclassified drug; article; classification; computer assisted diagnosis; evaluation; image analysis; image processing; light; materials testing; mathematical analysis; microspectroscopy; optical resolution; painting; peptide mapping; pigmentation; sampling; spatial orientation; spectroscopy,"Boon, J.J.; FOM Inst. for Atomic/Molec. Physics, Kruislaan 407, 1098 SJ Amsterdam, Netherlands",Article,Final,,Scopus,2-s2.0-0037442942,,IFSMS 2004,Paint-Glass,Paint-Glass
