"Keyword"	"Explosives"
"FLUORESCENT CHEMOSENSOR"	1
"FLUORESCENT DETECTION"	2
"FLUORESCENT DETECTOR"	1
"FLUORESCENT MATERIAL"	2
"FLUORESCENT POLYMER"	1
"FLUORESCENT POLYMERS"	3
"FLUORESCENT PROBE"	6
"FLUORESCENT PROBES"	1
"FLUORESCENT PROTEIN"	1
"FLUORESCENT PURPLE"	1
"FLUORESCENT QUENCHING"	2
"FLUORESCENT SENSING"	1
"FLUORESCENT SENSOR"	10
"FLUORESCENT SENSORS"	3
"FLUORESCENT SPECTRA"	1
"FLUORESCENT TURN-OFF"	1
"FLUORESCENT WET POWDER"	1
"FLUORIMETRIC DETECTIONS"	1
"FLUORIMETRIC SENSORS"	1
"FLUORINE RESIN"	1
"FLUOROGENIC RECOGNITION"	1
"FLUOROMETRIC"	1
"FLUOROMETRIC DETECTOR"	1
"FLUOROPHORE"	1
"FLUOROPHORES"	1
"FLUOROPOLYMER"	2
"FLUOROPOLYMERS"	2
"FLYER IMPACT"	1
"FMRI"	1
"FNAA"	1
"FNGR RADIOGRAPHY"	1
"FNRR"	1
"FOCAL PLANE ARRAY"	1
"FOCUSED ULTRASONIC EXTRACTION"	1
"FOLDAMERS"	1
"FOLKSONOMIES"	1
"FOOD ANALYSIS"	2
"FOOD CHAIN SAFETY"	1
"FORCE CONSTANT"	2
"FORENSIC"	25
"FORENSIC-RELATED, EA-IRMS, DI-IRMS, GC-IRMS IN FORENSIC GEOCHEMISTRY"	1
"FORENSIC ANALYSIS"	18
"FORENSIC ANALYTICAL"	1
"FORENSIC ANTHROPOLOGY"	1
"FORENSIC APPLICATION"	1
"FORENSIC ARCHAEOLOGY"	1
"FORENSIC CHEMISTRY"	10
"FORENSIC DATABASE"	1
"FORENSIC DETECTION"	1
"FORENSIC ENTOMOLOGY"	1
"FORENSIC INVESTIGATION"	3
"FORENSIC MEDICINE"	1
"FORENSIC MICROSCOPY"	2
"FORENSIC RECONSTRUCTION"	1
"FORENSIC SCIENCE"	92
"FORENSIC TOXICOLOGY"	2
"FORENSICS AND HOMELAND SECURITY"	1
"FORENSICS, FORENSIC APPLICATIONS OF IRMS"	1
"FORGERY"	1
"FORMATION ENTHALPY"	1
"FORMATION MECHANISM"	1
"FORMEX"	1
"FORMS"	1
"FORMULATIONS"	1
"FORWARD-LOOKING EXPLOSIVE HAZARDS DETECTION"	1
"FOURIER TRANSFORM"	1
"FOURTH HARMONIC GENERATION"	1
"FOX-7"	3
"FOX-7 (DADNE)"	1
"FPI"	1
"FRACTIONAL ANISOTROPY"	1
"FRACTIONAL FACTORIAL DESIGN"	1
"FRACTIONATION"	2
"FRACTURE"	1
"FRACTURE BEHAVIOR"	1
"FRACTURE CRACKS"	1
"FRACTURE TRAJECTORY"	1
"FRAGMENT"	1
"FRAGMENT LAUNCHING DEVICE"	1
"FRAGMENT SHAPE"	1
"FRAGMENT SIZE"	1
"FRAGMENT VELOCITY"	4
"FRAGMENT WEIGHT DISTRIBUTION MAPS"	1
"FRAGMENTATION"	10
"FRAGMENTS"	1
"FRANK-KAMENETSKII"	1
"FRAUDS"	1
"FREE ELECTRON ATTACHMENT"	1
"FREE FIELD BLAST"	1
"FREE SPACE IN THE CRYSTAL"	1
"FREE SPACE MEASUREMENT"	1
"FREIGHT CONTAINER"	1
"FREQUENCY-DOMAIN"	1
"FREQUENCY SWEPT PULSES"	1
"FRESHWATER LUMINESCENT BACTERIUM"	1
"FRESHWATER ORGANISMS"	1
"FRET"	2
"FRICTION"	2
"FRICTION SENSITIVITY"	1
"FSI"	1
"FUEL"	1
"FUEL CELL"	1
"FUGACITY"	1
"FULLERENE"	2
"FULLERENE DERIVATIVE"	1
"FUNCTIONAL"	1
"FUNCTIONAL POLYFLUORENE"	1
"FUNCTIONALIZATION"	2
"FUNCTIONALIZATION OF POLYMER"	1
"FUNCTIONALIZED GLASS"	1
"FUNCTIONALIZED GOLD NANOPARTICLES"	1
"FUNCTIONALIZED SILICA NANOPARTICLE"	1
"FURAZAN"	2
"FURAZANO[3,4-B]PYRAZINE DERIVATIVES"	1
"FUSION"	1
"FUTURE PROSPECTIVES"	1
"FUZING SYSTEM"	1
"FUZZY ARTMAP"	1
"FUZZY LOGIC"	1
"GAAS SEMICONDUCTOR DETECTORS"	1
"GABAA CURRENTS"	1
"GABAA RECEPTORS"	1
"GALLOPING DETONATION"	1
"GAMMA-RAY DETECTORS"	1
"GAMMA-RAY RADIOGRAPHY"	1
"GAMMA-RAY SPECTROSCOPY"	1
"GAMMA DETECTORS (SCINTILLATORS, CZT, HPG, HGI ETC)"	1
"GAMMA RAY DETECTION"	1
"GAMMA RAY SPECTROSCOPY"	1
"GAMMA RAYS"	3
"GAMMA RESONANCE ABSORPTION"	2
"GAMMA SPECTRA"	2
"GAP"	5
"GAP-MODIFIED NITROCELLULOSE SPHERICAL POWDERS"	1
"GAP/RDX PROPELLANTS"	1
"GAPE"	1
"GAS-CHROMATOGRAPHIC CAPILLARY COLUMN COATING TECHNIQUES"	1
"GAS-GENERATING AGENT"	1
"GAS-PENETRATIVE BURNING"	1
"GAS-PHASE ACIDITY"	1
"GAS-PHASE DETECTION"	1
"GAS-PHASE ELECTROPHORESIS"	1
"GAS-PHASE REACTION WITH ALCOHOLS"	1
"GAS ANALYSIS"	1
"GAS ANTI-SOLVENT PROCESS (GAS)"	1
"GAS CHROMATOGRAPHY-ELECTRON-CAPTURE NEGATIVE IONISATION MASS SPECTROMETRY"	1
"GAS CHROMATOGRAPHY-ELECTRON IONIZATION-MASS SPECTROMETRY (GC-EI-MS)"	1
"GAS CHROMATOGRAPHY-FLAME IONIZATION DETECTION"	1
"GAS CHROMATOGRAPHY-ION MOBILITY SPECTROMETRY (GC-IMS)"	1
"GAS CHROMATOGRAPHY (GC)"	21
"GAS CHROMATOGRAPHY ISOTOPE RATIO MASS SPECTROMETRY"	1
"GAS CHROMATOGRAPHY Ñ MASS SPECTROMETRY"	1
"GAS CHROMATOGRAPHYÑULTRAVIOLET SPECTROPHOTOMETRY"	1
"GAS CHROMATOGRAPHYÒMASS SPECTROMETRY (GCÒMS)"	1
"GAS DETECTION"	1
"GAS DETECTORS"	1
"GAS EXPANSION"	1
"GAS GENERANT"	1
"GAS GENERATOR"	2
"GAS MARKERS"	1
"GAS MICRO-PRECONCENTRATOR"	1
"GAS PHASE ION CHEMISTRY"	1
"GAS PRECONCENTRATION"	1
"GAS PRECONCENTRATOR"	1
"GAS SENSING"	6
"GAS SENSOR"	16
"GAS SENSORS"	7
"GASEOUS PHOTOMULTIPLIER (GPM)"	1
"GASTRIC ULCERS"	1
"GASTROSCOPY"	1
"GATED DETECTION"	1
"GATED MATERIALS"	1
"GATED RAMAN"	1
"GATED RAMAN SPECTROSCOPY"	1
"GC-ECD"	3
"GC-IRMS, SEPARATION OF COMPLEX ORGANIC MIXTURES ON CAPILLARY GC"	1
"GC MICRO-COLUMN"	1
"GC RETENTION TIMES"	1
"GC/ECD"	1
"GC/MS N"	1
"GC/TEA"	2
"GCÒMS"	1
"GEANT4"	2
"GEANT4 TOOL KIT"	1
"GEL-P"	1
"GEL EXPLOSIVES"	1
"GELATIN DYNAMITE"	1
"GELS"	1
"GEMS"	1
"GENE EXPRESSION"	1
"GENE REGULATION"	1
"GENERATIVE ADVERSARIAL NETWORK"	1
"GENETIC ALGORITHM"	2
"GENETIC ALGORITHMS"	1
"GENETICALLY ENGINEERED"	1
"GENOMICS"	1
"GENOTOXICITY"	5
"GENTLE DESTRUCTION"	1
"GEOCHEMISTRY"	1
"GEOLOGY"	1
"GEOMETRY OPTIMIZATION"	1
"GEOPHYSICS"	1
"GEOSCIENCE"	1
"GERCHBERG-SAXTON ALGORITHM"	1
"GFETS"	1
"GFP REPORTER GENE"	1
"GIVEAWAY FACTORS"	1
"GLASS MICROBALLOONS"	1
"GLASS TRANSITION TEMPERATURE"	1
"GLASSY CARBON"	1
"GLOBAL POSITIONING SYSTEM"	1
"GLOW-DISCHARGE"	1
"GLUTATHIONE CONJUGATION"	1
"GLYCIDYL AZIDE POLYMER"	1
"GLYCIDYL AZIDE POLYMER(GAP)"	1
"GNSS"	1
"GOETHITE"	1
"GOLD"	2
"GOLD NANOPARTICLE"	3
"GOLD NANOPARTICLES"	10
"GOLD NANOPARTICLES (AUNPS)"	1
"GOLD NANOPARTICLES PHOTOTHERMAL SPECTROSCOPY"	1
"GOLD NANOPARTILCES"	1
"GORE-TEX"	1
"GOVERNMENTAL REGULATIONS"	1
"GPBXS"	1
"GR¸NEISEN PARAMETER"	1
"GRADIENT HPLC"	1
"GRADIOMETER"	1
"GRANULAR EXPLOSIVE"	1
"GRANULAR EXPLOSIVES"	1
"GRANULAR MATERIALS"	2
"GRANULATION"	1
"GRANULES"	1
"GRAPHANE"	1
"GRAPHENE"	9
"GRAPHENE NANORIBBON"	1
"GRAPHENE OXIDE"	7
"GRAPHENE QUANTUM DOTS"	2
"GRAPHENE TRANSFER"	1
"GRAPHITE"	2
"GRAPHITE-COATED HMX"	1
"GRAPHYNE"	1
"GRAVIMETRIC ANALYSIS"	1
"GRAVURE PRINTING"	1
"GRAZING BEHAVIOUR"	1
"GREEK FIRE"	1
"GREEN ANALYTICAL CHEMISTRY"	1
"GREEN ENERGETIC MATERIALS"	1
"GREEN HOUSE STUDY"	1
"GREEN OXIDIZER"	1
"GREEN PROPELLANT"	1
"GREEN SYNTHESIS"	1
"GRENADE"	1
"GRIESS REAGENT"	1
"GRINDING METHODS"	1
"GROOVE"	1
"GROUND-PENETRATING"	1
"GROUND-PENETRATING RADAR (GPR)"	1
"GROUND PENETRATING RADAR (GPR)"	6
"GROUND WATER"	7
"GROWTH KINETICS"	1
"GRÜNEISEN PARAMETER"	1
"GSR STUBS"	1
"GUANIDINE NITRATE"	3
"GUANIDINIUM-5-AMINOTETRAZOLATE"	1
"GUANIDINIUM NITRATE"	1
"GUANIDINIUM SALTS"	1
"GUDN"	1
"GUEST CHEMISTRY"	1
"GUEST RECOGNITION"	1
"GUN SHOT RESIDUE (GSR)"	1
"GUNPOWDER"	8
"GUNPOWDER ADDITIVES"	1
"GUNPOWDER RESIDUE"	1
"GUNSHOT RESIDUE"	6
"GUNSHOT RESIDUES"	1
"GUNSHOT RESIDUES (GSR)"	2
"GURNEY"	4
"GURNEY ENERGIES"	1
"GXS"	1
"H-BOND"	1
"H3PO4"	1
"HABIT MODIFICATION"	1
"HAEMORRHAGE"	1
"HAIR"	4
"HALIDE IONS DOPANT"	1
"HALOGEN BONDING"	1
"HAND-HELD EXPLOSIVE HAZARD"	1
"HAND GRENADE RANGE"	1
"HANDGUN"	2
"HANDHELD"	2
"HANDHELD DETECTORS"	1
"HANDHELD DEVICES"	1
"HANDLER"	1
"HANDPRINT"	1
"HANDPRINTS"	2
"HAPTEN"	2
"HAPTEN DESIGN"	1
"HAPTEN HETEROLOGY"	1
"HARMLESS"	1
"HARMONIC FORCE FIELDS"	1
"HAZARD"	1
"HAZARD CRITERIA"	1
"HAZARDOUS MATERIALS"	3
"HAZARDOUS PROPERTIES"	1
"HAZMAT"	1
"HBPT"	1
"HDPE CONVERSION LAYER"	1
"HEAD"	1
"HEADSPACE"	4
"HEADSPACE ANALYSIS"	2
"HEADSPACE DERIVATIZATION"	1
"HEADSPACE SAMPLING"	1
"HEALTH HAZARDS"	1
"HEARING LOSS"	1
"HEAT"	1
"HEAT-RESISTANT EXPLOSIVE"	1
"HEAT-RESISTANT MATERIALS"	1
"HEAT ABSORPTION MONITORING"	1
"HEAT EXCHANGE"	1
"HEAT OF COMBUSTION"	1
"HEAT OF DETONATION"	2
"HEAT OF EXPLOSION"	1
"HEAT OF FORMATION"	10
"HEAT RESISTANT"	1
"HEAT TRANSFER"	2
"HEAT TREATMENT"	1
"HEATING DEVICE"	1
"HEATS OF DETONATION"	1
"HEATS OF FORMATION"	7
"HEATS OF REACTION"	1
"HEAVY METAL"	4
"HEDM"	2
"HEDO"	1
"HELIUM"	1
"HELIUM IONIZATION"	1
"HEMATOPOIESIS"	1
"HEMATOTOXICITY"	1
"HEPATOCELLULAR CARCINOMA"	1
"HERBICIDES"	1
"HETEROATOM-CONTAINING POLYMERS"	1
"HETEROATOM DOPING"	1
"HETEROCYCLES"	1
"HETEROGENEOUS MATTER"	1
"HETEROGENEOUS REACTIONS"	1
"HETEROTROPHIC NITRIFICATION"	1
"HEXA-HYDRO-1,3,5-TRINITRO-1,3,5-TRIAZINE"	1
"HEXA-METHYLENE TRIPEROXIDE DIAMINE (HMTD)"	1
"HEXAMETHYLENE TRIPEROXIDE DIAMINE"	7
"HEXAMETHYLENE TRIPEROXIDE DIAMINE (HMTD)"	2
"HEXAMINE REPLACEMENTS"	1
"HEXANITROHEXAAZAISOWURTZITANE"	2
"HEXANITROHEXAAZAISOWURTZITANE (CL-20)"	1
"HEXANITROHEXAAZAISOWURTZITANE/2,4,6-TRINITROTOLUENE (CL-20/TNT) COCRYSTAL EXPLOSIVE"	1
"HEXOGEN"	3
"HEXOLITE"	1
"HIERARCHICAL CLUSTER ANALYSIS"	1
"HIGH"	1
"HIGH-CONCENTRATED MUD SUSPENSION"	1
"HIGH-ENERGY DENSE MATERIALS"	1
"HIGH-ENERGY DENSITY MATERIALS"	1
"HIGH-ENERGY EXPLOSIVES"	1
"HIGH-ENERGY MATERIALS"	2
"HIGH-EXPLOSIVES"	1
"HIGH-FLOW"	1
"HIGH-NITROGEN COMPOUNDS"	3
"HIGH-NITROGEN CONTENT HIGH ENERGY MATERIALS (HNC-HEMS)"	1
"HIGH-PERFORMANCE ION CHROMATOGRAPHYÒMASS SPECTROMETRY"	1
"HIGH-PRESSURE"	1
"HIGH-RESOLUTION"	1
"HIGH-RESOLUTION MASS SPECTROMETRY"	2
"HIGH-SPEED IMAGING"	1
"HIGH-SPEED VIDEO"	2
"HIGH-THROUGHPUT"	1
"HIGH-VOLUME PROCESSING"	1
"HIGH EFFICIENCY GASES DETECTION"	1
"HIGH ENERGETIC MATERIALS"	1
"HIGH ENERGY DENSITY COMPOUNDS"	2
"HIGH ENERGY DENSITY MATERIAL (HEDM)"	1
"HIGH ENERGY DENSITY MOLECULES"	1
"HIGH ENERGY MATERIALS"	2
"HIGH EXPLOSIVE"	2
"HIGH EXPLOSIVE (HE)"	1
"HIGH EXPLOSIVE SHELL"	1
"HIGH EXPLOSIVES"	11
"HIGH NITROGEN"	1
"HIGH NITROGEN CONTENT"	1
"HIGH POWER MICROWAVES"	1
"HIGH PRESSURE"	1
"HIGH PURITY GERMANIUM"	1
"HIGH REFRACTIVE INDEX"	1
"HIGH RESOLUTION"	2
"HIGH SAMPLE THROUGHPUT"	1
"HIGH SELECTIVITY"	1
"HIGH SELECTIVITY SENSORS"	1
"HIGH SENSITIVITY"	2
"HIGH SPEED IMAGING"	1
"HIGH STRAIN RATE"	1
"HIGH TEMPERATURE GC"	1
"HIGH THROUGHPUT ANALYSIS"	1
"HIGH VISCOSITY MIXING"	1
"HIGHLY FLUORESCING PACKAGING"	1
"HIGHLY POLAR NITROAROMATIC COMPOUNDS"	1
"HIGHLY SENSITIVE"	1
"HIGHLY SENSITIVE DETECTION"	1
"HISTORICAL DISASTER"	1
"HIT QSAR"	1
"HME"	2
"HMM"	1
"HMTD"	9
"HMX-BASED ALUMINIZED EXPLOSIVE"	1
"HMX-BASED EXPLOSIVES"	1
"HMX-BASED PBXS"	1
"HMX-BASED POLYMER-BONDED EXPLOSIVES"	1
"HMX CHEMISTRY"	1
"HNIW"	3
"HNS"	3
"HNS WASTEWATER"	1
"HOLD BAGGAGE"	1
"HOME-MADE EXPLOSIVE"	1
"HOME-MADE EXPLOSIVES"	2
"HOME MADE EXPLOSIVES"	2
"HOMELAND SECURITY"	9
"HOMEMADE EXPLOSIVE"	4
"HOMEMADE EXPLOSIVES"	11
"HOMEMADE EXPLOSIVES (HMES)"	2
"HOMEMADE INORGANIC EXPLOSIVES"	1
"HOMEMADE PLASTIC EXPLOSIVES"	1
"HOMOGENEOUS HIGH EXPLOSIVES"	1
"HOMOGENIZATION"	2
"HOMOLYTIC CLEAVAGE"	1
"HONEYBEE"	1
"HONEYBEES"	1
"HONEYCOMB STRUCTURE EXPLOSIVES"	1
"HOST"	2
"HOST-GUEST CHEMISTRY"	1
"HOST-GUEST SYSTEMS"	1
"HOSTÔÊGUEST CHEMISTRY"	1
"HOT-SPOT IGNITION"	1
"HOT-WIRE DEPOSITION"	1
"HOT-WIRE DETONATOR"	1
"HOT ELECTRON BOLOMETER"	1
"HOT GAS SENSOR"	1
"HOT SPOT MODEL"	1
"HOTSPOTS"	1
"HPGE"	1
"HPGE DETECTOR"	1
"HPLC-ESI-MS-MS"	1
"HPLC-MS"	3
"HPLC-NMR"	1
"HPLC-PHOTODIODE ARRAY DETECTION METHOD"	1
"HPLC-UV"	1
"HTPB"	2
"HUGONIOT"	1
"HUMAN ACTIVITY RECOGNITION"	1
"HUMAN BODY"	1
"HUMAN BODY IMAGING"	1
"HUMAN FACTORS"	1
"HUMAN GSTS"	1
"HUMAN INJURY"	1
"HUMAN ODOR"	1
"HUMAN REMAINS"	1
"HUMAN SCENT"	3
"HUMAN THERMAL PLUME"	1
"HUMANITARIAN DE-MINING"	1
"HUMANITARIAN DEMINING"	4
"HUMANITARIAN LANDMINE DETECTION"	1
"HUMIC ACIDS"	1
"HUMIC MONOMERS"	1
"HUMIDITY"	2
"HUMO-LUMO SEPARATION"	1
"HYALELLA AZTECA"	1
"HYBRID DFT METHODS"	1
"HYBRID INSTRUMENT"	1
"HYBRID MATERIALS"	1
"HYBRID POPLAR"	1
"HYBRID RATIOMETRIC CHEMOSENSOR"	1
"HYBRID SENSORS"	1
"HYBRID SYSTEMS"	1
"HYDAD"	1
"HYDRATED LIME"	2
"HYDRAULIC CONDUCTIVITY"	1
"HYDRAZIDES"	1
"HYDRAZINE"	4
"HYDRAZINE CHEMICAL SENSOR"	1
"HYDRAZINE HYDRATE"	1
"HYDRIDE COMPLEXES"	1
"HYDRODYNAMIC CHROMATOGRAPHY"	1
"HYDROGELS"	1
"HYDROGEN"	1
"HYDROGEN-BONDING INTERACTION"	1
"HYDROGEN BOND"	2
"HYDROGEN BONDING"	3
"HYDROGEN BONDS"	3
"HYDROGEN CONTAINING MATERIAL"	1
"HYDROGEN DETECTION"	1
"HYDROGEN ISOTOPES"	1
"HYDROGEN PEROXIDE"	14
"HYDROGEN PEROXIDE (H2O2)"	1
"HYDROGEN PEROXIDE DETECTION"	1
"HYDROGEN PEROXIDE SENSOR"	1
"HYDROGEN PEROXIDE VAPOR"	1
"HYDROGEN SENSORS"	1
"HYDROPEROXIDATION"	1
"HYDROPHILIC INTERACTION CHROMATOGRAPHY"	1
"HYDROPHILIC MOLECULARLY IMPRINTED POLYMERS"	1
"HYDROPHILIC SURFACE"	1
"HYDROPHOBIC DEEP EUTECTIC SOLVENT"	1
"HYDROTALCITE"	1
"HYDROTHERMAL ROUTE"	1
"HYDROTHERMAL SYNTHESIS"	1
"HYDROXY AMIDE"	1
"HYDROXYL-TERMINATED POLYBUTADIENE (HTPB)"	1
"HYDROXYL GROUP"	1
"HYDROXYLAMMONIUM NITRATE"	1
"HYDROXYQUINOLINES"	1
"HYDRUS-1D"	1
"HYGROSCOPICITY"	1
"HYPERBRANCHED"	1
"HYPERCARB"	1
"HYPERSPECTRAL"	2
"HYPERSPECTRAL IMAGING"	12
"HYPERSPECTRAL INFRARED SPECTROSCOPY"	1
"HYPERSPECTRAL REFLECTANCE"	1
"HYPERSPECTRAL SENSOR"	1
"HYPHENATED TECHNIQUE"	1
"HYPHENATED TECHNIQUES"	1
"HYPSOBLENNIUS IONTHAS"	1
"I-V CHARACTERISTICS"	1
"ICE"	1
"ÌCLICKÎ POLYMERIZATION"	1
"IDEAL EXPLOSIVE"	1
"IDENTIFICATION"	8
"IDENTIFICATION OF EXPLOSIVES"	2
"IDENTIFICATION OF EXPLOSIVES AND DRUGS"	1
"IDENTIFICATION OF SUBSTANCES"	1
"IDENTIFICATION PARTICLES"	1
"IDENTIFICATION TAGGANT"	1
"IDENTIFILER®"	1
"IED DETECTION"	1
"IEDS"	2
"IGNITABLE LIQUID (IL)"	1
"IGNITABLE LIQUID RESIDUE (ILR)"	1
"IGNITABLELIQUID RESIDUES"	1
"IGNITION"	7
"IGNITION AND GROWTH REACTIVE FLOW MODEL"	1
"IGNITION CRITERION"	1
"IGNITION DELAY"	1
"IGNITION DELAY TIME"	1
"IGNITION PREDICTION"	1
"IGNITION PROBABILITY"	1
"IGNITION TEMPERATURE"	1
"IGNITION THRESHOLD"	1
"IGNITION TIME"	1
"ILES"	1
"ILLICIT DRUG"	6
"ILLICIT MATERIALS"	1
"ILLICIT SUBSTANCES DETECTION"	1
"ILLUMINATION COVERAGE/HOMOGENEITY"	1
"IMAGE QUALITY"	1
"IMAGE REGISTRATION"	1
"IMAGE SUBTRACTION"	1
"IMAGING"	11
"IMAGING LASER BACKSCATTERING SPECTROSCOPY"	1
"IMAGING PYROMETRY"	1
"IMAGING RAMAN"	2
"IMIDAZOLE"	2
"IMMOBILIZATION"	2
"IMMOBILIZED MICRO-ORGANISMS"	1
"IMMOBILIZED MICROBIAL TECHNOLOGY"	1
"IMMUNOASSAY"	6
"IMMUNOSENSOR"	6
"IMMUNOSORBENTS"	1
"IMPACT"	5
"IMPACT EXPLOSION"	1
"IMPACT IGNITION"	2
"IMPACT SENSITIVITY"	17
"IMPEDANCE MATCHING"	1
"IMPEDIMETRIC DETECTION"	1
"IMPREGNATION"	1
"IMPRINTED POLYMER"	2
"IMPRINTING"	1
"IMPROVISED"	1
"IMPROVISED EXPLOSIVE DEVICE (IED)"	69
"IMPROVISED EXPLOSIVE MATERIALS"	1
"IMPROVISED EXPLOSIVE MATERIALS (IE)"	1
"IMPULSE"	1
"IMPULSE UNIFORMITY"	1
"IMPURITIES"	1
"IMPURITY PROFILING"	1
"IMX-101"	2
"IMX-104"	3
"IN-FIELD DETECTION"	1
"IN-FIELD MEASUREMENT"	1
"IN-FIELD SCREENING"	1
"IN-SITU"	1
"IN SITU DERIVATIZATION"	1
"IN SITU DEVICE"	1
"IN SITU POLYMERIZATION"	1
"IN SITU PYROLYTIC"	1
"IN SITU SYNTHESIS"	1
"IN VITRO DETECTION-PAPER & SOLUTION KIT"	1
"IN†VITRO DETECTION"	1
"IN2O3"	1
"INCENDIARY"	1
"INCOMPATIBLE REACTION HAZARDS"	1
"INCORPORATION"	1
"INDEPENDENT COMPONENT ANALYSIS"	2
"INDIGO CARMINE"	1
"INDIRECT FLUORESCENCE DETECTION"	1
"INDIUM DOPING"	1
"INDIUM OXIDE"	1
"INDUCTIVE MAGNETOMETERS"	1
"INDUSTRIAL"	2
"INDUSTRIAL EXPLOSIVE"	1
"INDUSTRIALLY MADE EXPLOSIVES"	1
"INELASTIC PROMPT GAMMA"	1
"INELASTIC SCATTERING"	1
"INERT MATERIALS"	1
"INERTIAL- ELECTROSTATIC CONFINEMENT FUSION"	1
"INERTIAL NAVIGATION"	2
"INFILTRATION"	1
"INFRARED IMAGING"	2
"INFRARED IRRADIANCE"	1
"INFRARED LASER"	3
"INFRARED MICROSCOPY"	1
"INFRARED RADIATION"	8
"INFRARED SPECTROSCOPY (IR)"	18
"INGAAS"	1
"INHERENT SAFETY"	1
"INHIBITION"	1
"INHIBITOR"	1
"INITIATING EVENTS"	1
"INITIATION"	8
"INITIATION MECHANISM"	1
"INITIATION SENSITIVITY"	1
"INITIATORS"	1
"INJURY"	1
"INJURY MECHANISMS"	1
"INJURY RISK"	2
"INJURY SEVERITY SCALE"	1
"INK"	1
"INKJET PRINTING"	2
"INLINE SPECTROSCOPIC ANALYSIS"	1
"INNER FILTER EFFECT"	2
"INNER FILTER EFFECT (IFE)"	1
"INORGANIC"	1
"INORGANIC-BASED EXPLOSIVES"	1
"INORGANIC AND ORGANIC COMPOUNDS"	1
"INORGANIC ANIONS"	2
"INORGANIC CATIONS"	2
"INORGANIC EXPLOSIVE MIXTURES"	1
"INORGANIC EXPLOSIVE RESIDUES"	1
"INORGANIC EXPLOSIVES"	1
"INORGANIC OXIDIZERS"	1
"INORGANIC PEROXIDES"	1
"INORGANIC RESIDUES"	2
"INORGANIC SCINTILLATORS"	1
"INORGANIC TRACES"	1
"INSENSITIVE"	1
"INSENSITIVE EXPLOSIVE"	2
"INSENSITIVE EXPLOSIVE ANALYSIS"	1
"INSENSITIVE EXPLOSIVES"	3
"INSENSITIVE HIGH EXPLOSIVE (IHE)"	1
"INSENSITIVE INGREDIENT"	1
"INSENSITIVE MUNITION"	1
"INSENSITIVE MUNITION TEST"	1
"INSENSITIVE MUNITIONS"	8
"INSENSITIVENESS"	1
"INSENSITIVITY"	1
"INSERTION/NULL POLYMORPHISMS"	1
"INSPECTION WITH EUTRONS"	1
"INSPECTION WITH GAMMA RAYS"	3
"INSPECTION WITH NEUTRONS"	2
"INSTANT DETECTION"	4
"INSTRUMENT DEVELOPMENT"	1
"INSTRUMENTAL ANALYSIS"	1
"INSTRUMENTAL TECHNIQUES"	1
"INSTRUMENTATION"	7
"INTEGRAL CORRELATION CRITERIA"	2
"INTEGRATED APPLICATIONS"	1
"INTEGRATED CIRCUIT"	1
"INTEGRATED OPTICS"	1
"INTELLIGENCE"	1
"INTER-LABORATORY COMPARISON"	1
"INTERACTION"	3
"INTERACTION ENERGY"	1
"INTERACTION OF RADIATION WITH MATTER"	2
"INTERFACE"	1
"INTERFACE FRICTION"	1
"INTERFACIAL INTERACTIONS"	1
"INTERFACIAL POLYMERIZATION"	1
"INTERFACIAL POTENTIALS"	1
"INTERFERENCE COLOR"	1
"INTERFEROMETRY"	2
"INTERLABORATORY TESTS"	1
"INTERMEDIATE"	1
"INTERMETALLIC"	1
"INTERMOLECULAR EXPLOSIVE"	1
"INTERMOLECULAR HYDROGEN BOND"	2
"INTERMOLECULAR INTERACTION"	1
"INTERNAL EXPLOSIVE LOADING"	1
"INTERNAL ROTATION"	1
"INTERNAL VALIDITY"	1
"INTERSPECIES"	1
"INTERSPECIES COMMUNICATION"	1
"INTRACRANIAL PRESSURE"	1
"INTRAMOLECULAR INTERACTION"	1
"INVERSE METHODS"	1
"INVERSE OPAL"	1
"INVERSE SALT-PAIR EXPLOSIVES"	1
"INVERSE THEORY"	1
"INVERSION OF PHASE OF PULSE"	1
"INVESTIGATIONS"	1
"IODINE"	1
"IODINE ENCAPSULATION"	1
"ION-EXCHANGE BRINE"	1
"ION-MOBILITY SPECTROMETER"	1
"ION-MOBILITY SPECTROMETRY"	1
"ION-PAIR BINDING ENERGY"	1
"ION-PAIRING REAGENTS"	1
"ION-TRAP MASS SPECTROMETRY"	1
"ION ANALYSIS"	1
"ION CHANNEL"	1
"ION CHEMISTRY"	1
"ION CHROMATOGRAPHY"	8
"ION CHROMATOGRAPHY-MASS SPECTROMETRY"	1
"ION CHROMATOGRAPHY (IC)"	1
"ION COUNTING"	1
"ION DETECTION"	1
"ION MOBILITY"	5
"ION MOBILITY NONLINEAR FUNCTION"	1
"ION MOBILITY SPECTROMETRY (IMS)"	54
"ION SOURCE"	2
"ION SOURCES"	1
"ION SPECTROMETRIC METHODS"	1
"ION TRANSMISSION"	1
"ION TRAP GC/MS"	1
"ION TRAP MASS SPECTROMETRY"	1
"ION TRAP MOBILITY SPECTROMETRY (ITMS)"	1
"IONIC CHROMATOGRAPHY"	1
"IONIC LIQUID"	4
"IONIC LIQUIDS"	3
"IONIZATION"	4
"IONIZATION DETECTOR OF A VARYING SELECTIVITY"	1
"IONIZATION POTENTIAL"	1
"IONS"	3
"IPDI"	1
"IPHONE"	1
"IR ABSORPTION SPECTROSCOPY"	1
"IR DETECTION"	1
"IR RANGE OF THE SPECTRUM"	1
