"Keyword"	"Toxicology"
"LIVER FAILURE"	2
"LIVER WEIGHT"	1
"LIVES SAVED"	1
"LIVOR MORTIS"	1
"LLE"	2
"LOCAL ANESTHETIC"	1
"LOCATION OF SAMPLING"	1
"LONG-TERM DRUG HISTORY"	1
"LONG-TERM STABILITY"	3
"LONGITUDINAL SECTIONING"	1
"LOQ"	1
"LORATADINE"	1
"LORAZEPAM"	2
"LOSARTAN"	2
"LOW AND MIDDLE-INCOME COUNTRIES"	1
"LOW RESOLUTION MS"	1
"LOW VOLTAGE"	1
"LPME"	2
"LSD"	1
"LUNG"	1
"LUNG TISSUE"	1
"LVI"	1
"LXQ"	1
"LYSERGIC ACID DIETHYLAMIDE"	1
"LYSERGIC ACID DIETHYLAMIDE (LSD)"	1
"M-HYDROXYBENZOYLECGONINE"	1
"MA-HUANG"	1
"MAB-CHMINACA"	1
"MAGNETIC BEADS"	1
"MAGNETIC COMPOSITE"	1
"MAIN INTOXICANT"	1
"MALARIA"	1
"MALDI"	5
"MALDI-MS IMAGING"	1
"MALDI-MSI"	2
"MALDI-TOF-MASS SPECTROMETRY"	1
"MALDI-TOF/TOF"	1
"MALDI�Q-TOF MASS SPECTROMETRY"	1
"MALDI IMS"	1
"MALDI MASS SPECTROMETRY"	1
"MALDI�Q-TOF MASS SPECTROMETRY"	1
"MAM-2201"	2
"MANNER OF DEATH"	2
"MARINE POISONING"	1
"MARROW"	1
"MASS SPECTRAL DATA"	1
"MASS SPECTRAL LIBRARY"	1
"MASS SPECTROMETRIC IMAGING"	2
"MASS SPECTROMETRY (MS)"	71
"MASS SPECTROMETRY METHOD"	1
"MAST CELLS"	1
"MATERNAL/PATERNAL FILICIDE-SUICIDE"	1
"MATHEMATICAL MODELING"	1
"MATRIX-ASSISTED LASER DESORPTION/IONIZATION"	2
"MATRIX-ASSISTED LASER DESORPTION/IONIZATION MASS SPECTROMETRY-MSN"	1
"MATRIX EFFECT"	6
"MATRIX EFFECTS"	6
"MATRIX PATCHES"	1
"MBDB"	1
"MBTFA"	1
"MCPP"	1
"MDA"	3
"MDAI"	1
"MDEA"	2
"MDMA"	19
"MDMA (METHYLENEDIOXYMETHAMPHETAMINE)"	1
"MDMB-CHMICA"	5
"MDMB-FUBINACA"	1
"MDOB"	1
"MDPV"	12
"MEASUREMENT OF UNCERTAINTY"	2
"MEASUREMENT PRECISION"	1
"MEASUREMENT UNCERTAINTY"	11
"MEASUREMENT UNCERTAINTY EVALUATION"	1
"MECHANISM OF DEATH"	1
"MECLONAZEPAM"	1
"MECONIUM"	26
"MECONIUM DRUG TESTING"	1
"MECONIUM TESTING"	1
"MEDICAL ASSISTANCE"	1
"MEDICAL CANNABIS"	1
"MEDICAL COUNTERMEASURES"	1
"MEDICAL DIAGNOSIS"	1
"MEDICAL DRUGS"	1
"MEDICAL EXAMINATION"	1
"MEDICAL EXAMINER CASE MANAGEMENT"	1
"MEDICAL GUIDELINES"	1
"MEDICAL STANDARDS"	1
"MEDICATION"	3
"MEDICATION ASSISTED TREATMENT"	1
"MEDICATIONS"	1
"MEDICATIONS FOR ADDICTION TREATMENT"	1
"MEDICINAL DRUGS"	2
"MEDICINES"	3
"MEDICO-LEGAL IMPLICATIONS"	1
"MELANIN"	2
"MELATONIN"	1
"MEMBRANE EXTRACTION"	1
"MEMORY"	1
"MEPHEDRONE"	9
"MEPIRAPIM"	2
"MEPS"	7
"MERCURY"	1
"MESACONITINE"	1
"META-ANALYSIS"	2
"META-HYDROXY-BENZOYLECGONINE"	1
"META-REGRESSION"	1
"META-SIMS"	1
"METABOLISM"	77
"METABOLISM IN�VIVO AND IN VITRO"	1
"METABOLITE"	41
"METABOLITE-TO-PARENT DRUG RATIO"	2
"METABOLITE CHARACTERISATION"	1
"METABOLITE CONCENTRATIONS"	1
"METABOLITE IDENTIFICATION"	3
"METABOLITE PROFILING"	1
"METABOLITE RATIOS"	1
"METABOLOMICS"	6
"METABOLOMICS APPROACH"	1
"METABOLOMICS METHODS"	1
"METABONOMICS"	2
"METACHLOROPHENYLPIPERAZINE"	1
"METAL"	2
"METAL IONS"	1
"METAL ORGANIC FRAMEWORKS"	1
"METAMIZOLE"	1
"METANDIENONE"	1
"METAPHEDRONE"	1
"METASYSTOXÆ"	1
"METFORMIN"	1
"METHACRYLATE MONOLITH"	3
"METHADONE"	16
"METHADONE-RELATED FATALITIES"	1
"METHADONE MAINTENANCE"	1
"METHADONE MAINTENANCE THERAPY"	1
"METHADONE OVERDOSE"	1
"METHADONE TOXICITY"	1
"METHAMIDOPHOS"	1
"METHAMPHETAMINE"	25
"METHAMPHETAMINE ABUSE"	2
"METHAMPHETAMINE ANALOGUE"	1
"METHANE"	1
"METHANOL"	1
"METHB"	1
"METHCATHINONE"	1
"METHEDRONE"	1
"METHEMOGLOBIN"	4
"METHENOLONE"	1
"METHIOPROPAMINE"	3
"METHOD COMPARISON"	1
"METHOD EVALUATION"	1
"METHOD PRECISION"	1
"METHOD SURVEY"	1
"METHOD VALIDATION"	6
"METHODOLOGY"	4
"METHOXETAMINE"	6
"METHOXETAMINE (MXE)"	1
"METHOXYACETYLFENTANYL"	3
"METHOXYDIPHENIDINE"	1
"METHYL-AMPHETAMINE"	1
"METHYL (R)-2-[1-(5-FLUOROPENTYL)-1H-INDAZOLE-3-CARBOXAMIDO]-3,3-DIMETHYLBUTANOATE"	1
"METHYL TERT-BUTYL ETHER (MTBE)"	1
"METHYLAMPHETAMIME"	1
"METHYLAMPHETAMINE"	1
"METHYLENEDIOXYAMPHETAMINE"	1
"METHYLENEDIOXYMETHAMPHETAMINE"	1
"METHYLENEDIOXYPYROVALERONE"	1
"METHYLEPHEDRINE"	2
"METHYLONE"	7
"METHYLPHENIDATE"	2
"METOCLOPRAMIDE"	1
"METOPROLOL"	2
"METOPROLOL ENANTIOMERS"	1
"METRONIDAZOLE"	1
"MEXICO"	1
"MICELLAR ELECTROKINETIC CHROMATOGRAPHY"	3
"MICELLE"	1
"MICRO-EXTRACTION"	1
"MICRO-EXTRACTION BY PACKED SORBENT (MEPS)"	1
"MICRO-EXTRACTION TECHNIQUES (?ET)"	1
"MICRO-ORGANISMS"	1
"MICRO-SEGMENTAL ANALYSIS"	1
"MICROALGAL BLOOMS"	1
"MICROCHIP-BASED ELISA SYSTEM"	1
"MICROCHIP DEVICE"	1
"MICRODIALYSIS"	1
"MICROELUTION EXTRACTION"	1
"MICROEMULSION ELECTROKINETIC CHROMATOGRAPHY"	1
"MICROEXTRACTION"	5
"MICROEXTRACTION BY PACKED SORBENT"	5
"MICROEXTRACTION BY PACKED SORBENT (MEPS)"	2
"MICROEXTRACTION IN PACKED SYRINGE"	3
"MICROEXTRACTION TECHNIQUES"	1
"MICROEXTRACTION TECHNIQUES (METS)"	1
"MICROFLUIDIC-BASED LIQUID PHASE MICROEXTRACTION"	1
"MICROFLUIDIC SYSTEMS"	1
"MICROFLUIDICS"	1
"MICROORGANISMS"	1
"MICROPULVERIZED EXTRACTION"	4
"MICROSAMPLING"	1
"MICROSOMES"	1
"MICROWAVE-ASSISTED DERIVATISATION (MAD)"	1
"MICROWAVE-ASSISTED EXTRACTION"	2
"MICROWAVE ASSISTED HEADSPACE LIQUID-PHASE MICROEXTRACTION"	1
"MIDAZOLAM"	3
"MIDDLE-UP"	1
"MILTIRONE"	1
"MINIATURISATION"	2
"MINIATURIZATION"	1
"MINIMAL DETECTABLE DOSAGE"	1
"MINIMUM ACCEPTABLE MATCH (MAM)"	1
"MINIMUM STANDARDS"	1
"MIP"	1
"MISSED DRUGS"	1
"MITRAGYNINE"	1
"MIXED-MODE SOLID-PHASE EXTRACTION"	1
"MIXED SORBENT PHASES"	1
"MK-801"	1
"MMB-CHMINACA"	1
"MODULATOR TEMPERATURE TM"	1
"MOLECULAR AUTOPSY"	1
"MOLECULAR IMPRINTING POLYMERS"	1
"MOLECULAR MODELS"	1
"MOLECULAR NETWORKING"	1
"MONKSHOOD"	1
"MONOAMINE TRANSPORTER"	1
"MONOCLONAL ANTIBODY"	2
"MONOLITH"	1
"MONOLITHIC COLUMNS"	1
"MONOLITHIC PHASE"	1
"MONOLITHIC POLYMER"	1
"MONOLITHIC POLYMERS"	1
"MONOLITHIC SORBENT"	1
"MONOTERPENES"	1
"MONTE CARLO SIMULATION"	1
"MOOD"	1
"MORPHINE"	15
"MORPHINE-3-GLUCURONIDE"	3
"MORPHINE-6-GLUCURONIDE"	2
"MORPHINE GLUCURONIDE"	1
"MORTALITY"	4
"MOSAPRIDE"	1
"MOTOR"	1
"MOTOR VEHICLE"	1
"MOTOR VEHICLES"	1
"MOTORCYCLISTS"	1
"MOTORISTS"	1
"MOUSE BIOASSAY"	1
"MOUSE BLOOD SAMPLE"	1
"MOUSE LETHALITY ASSAY"	1
"MOUTH ALCOHOL"	2
"MPA"	1
"MPBP"	1
"MRI"	1
"MRM"	2
"MRM MODE"	1
"MS-MS"	1
"MSIAô-TIPS"	1
"MSPAK GF"	1
"MT-45"	1
"MULTI-ANALYTE"	1
"MULTI-ANALYTE APPROACH"	1
"MULTI-ANALYTE SCREENING"	2
"MULTI-ATTRIBUTE METHOD"	1
"MULTI-CENTRE STUDY"	1
"MULTI-COMPONENT ANALYSIS"	2
"MULTI-COMPONENT QUANTITATIVE"	1
"MULTI-WALL CARBON NANOTUBES"	1
"MULTI-WALLED CARBON NANOTUBE"	1
"MULTI-WALLED CARBON NANOTUBES"	1
"MULTIDRUG INTOXICATION"	1
"MULTIDRUGS"	1
"MULTILEVEL MODELING"	1
"MULTIPLE ADMINISTRATIONS"	1
"MULTIPLE DRUG ABUSE"	1
"MULTIPLE DRUG INTOXICATION"	1
"MULTIPLE DRUG USE"	1
"MULTIPLE IONIZATION"	1
"MULTIPLE REACTION MONITORING"	1
"MULTIPLEXED TARGETED MS 2"	1
"MULTIRESIDUE ANALYSIS"	1
"MULTISITE SAMPLING"	1
"MULTIVARIATE ANALYSIS (MVA)"	1
"MULTIVARIATE MODEL"	1
"MUMMY"	2
"MUNCHAUSEN SYNDROME BY PROXY"	1
"MURDER"	1
"MUSCIMOL"	1
"MUSCLE"	1
"MUSHROOM INGESTION"	1
"MUSHROOM INTOXICATION"	1
"MUSHROOM POISONING"	3
"MUSHROOM TOXINS"	1
"MUSHROOMS"	1
"MUSTARD GAS"	3
"MXE"	2
"MYCETISMUS"	1
"MYOCARDIAL ISCHEMIA"	1
"N-(1-ADAMANTYL)-1-PENTYL- 1H-INDAZOLE-3-CARBOXAMIDE"	1
"N-(1-ADAMANTYL)-1-PENTYL-1 H-INDOLE-3-CARBOXAMIDE"	1
"N-(1-PHENYLCYCLOHEXYL)-3-ETHOXYPROPANAMINE"	1
"N-(1-PHENYLCYCLOHEXYL)-3-METHOXYPROPANAMINE"	1
"N-(1-PHENYLCYCLOHEXYL)-PROPANAMINE"	1
"N-1-NAPHTHALENYL-1-PENTYL-1H-INDOLE-3-CARBOXAMIDE"	1
"N-BENZYLPIPERAZINE"	1
"N-BENZYLPIPERAZINE (BZP)"	1
"N-BUTANE"	1
"N-BUTANE METABOLITE"	1
"N-DEMETHYLATION"	1
"N-ETHYLPENTYLONE"	1
"N-METHYLCARBAMATES"	1
"N-PP"	1
"N,N-DIMETHYLAMPHETAMINE"	1
"N,N-DIMETHYLAMPHETAMINE N-OXIDE"	1
"NACE"	1
"NACE-ESI-MS"	1
"NACE-MS"	1
"NAIL"	2
"NAIL ANALYSIS"	5
"NAIL POLISH"	1
"NAILS"	3
"NALMEFENE"	1
"NALOXONE"	2
"NANDROLONE"	3
"NANO-UPLC"	1
"NANO LIQUID CHROMATOGRAPHY"	1
"NANOEXTRACTION"	1
"NANOPARTICLES"	1
"NARCOTICS"	5
"NARCOTICS POISONING"	1
"NAS"	1
"NASAL ADMINISTRATION"	1
"NATURAL SUBSTANCES"	1
"NBOME"	3
"NBOMES"	1
"NCI-GAS CHROMATOGRAPHY-MASS SPECTROMETRY"	1
"NCI-GC-MS"	1
"NCI - GAS CHROMATOGRAPHY MASS SPECTROMETRY"	1
"NECROSIS"	1
"NEGATIVE-ION CHEMICAL IONIZATION"	1
"NEGATIVE ION CHEMICAL IONIZATION"	1
"NEOFORMATION"	1
"NEONATAL ABSTINENCE SYNDROME"	2
"NEONATAL SCREENING"	3
"NEONATAL TESTING"	1
"NEONATAL TOXICOLOGY"	1
"NEONATE"	2
"NEPHROTOXIN"	1
"NERVE AGENT"	5
"NERVE AGENTS"	4
"NEURAMINIDASE INHIBITOR"	1
"NEUROCHEMISTRY"	1
"NEUROCOGNITIVE DYSFUNCTION"	1
"NEUROLEPTICS"	1
"NEUROPHARMACOLOGY"	1
"NEUROPSYCHOTIC DRUGS"	1
"NEUROTOXICITY SYNDROMES"	1
"NEUROTOXICOLOGY"	1
"NEUTRAL"	1
"NEW DESIGNER DRUG"	1
"NEW POLYMER COLUMN"	1
"NEW PSYCHOACTIVE SUBSTANCE (NPS)"	87
"NEW PSYCHOACTIVE SUBSTANCES NPS"	3
"NEW SYNTHETIC CATHINONES"	1
"NEW TRENDS"	1
"NICI-MS-MS"	1
"NICOTINE"	5
"NIGHTCLUB"	1
"NIGHTCLUB ENVIRONMENTS"	1
"NIGHTCLUBS"	1
"NITRAZEPAM"	2
"NITRITE"	2
"NITROCELLULOSE"	1
"NITROGEN CHEMILUMINESCENCE DETECTION"	1
"NITROGEN MUSTARD"	2
"NITROPHENOLS"	1
"NITROUS OXIDE"	1
"NLC-HRMS"	1
"NM-2201"	1
"NMDA-RECEPTOR ANTAGONIST"	1
"NMR-SPECTROSCOPY"	1
"NNEI"	1
"NNEI, MN-18"	1
"NON-AQUEOUS CAPILLARY ELECTROPHORESIS"	2
"NON-INVASIVE"	1
"NON-MEDICAL PRESCRIPTION OPIOID USE"	1
"NON-OXIDATIVE METABOLISM"	1
"NON-PHARMACEUTICAL FENTANYL"	1
"NON-STEROIDAL ANTI-INFLAMMATORY DRUGS"	1
"NON-TARGETED APPROACH"	1
"NON-TARGETED SCREENING"	5
"NONAQUEOUS CAPILLARY ELECTROPHORESIS/FLUORESCENCE SPECTROSCOPY (NACE/FS)"	1
"NONFATAL TRAFFIC ACCIDENTS"	1
"NONINVASIVE SAMPLING"	1
"NONLINEAR"	1
"NONPRESCRIPTION DRUGS"	1
"NONSTEROIDAL ANTI-INFLAMMATORY DRUGS"	1
"NORANDROSTENEDIONE"	1
"NORANDROSTERONE"	1
"NORBUPRENORPHINE BREASTFEEDING"	1
"NORCOCAINE"	2
"NORCODEINE"	1
"NORCOTININE"	1
"NORDAZEPAM"	1
"NORDIAZEPAM"	1
"NORDIC COUNTRIES"	1
"NORDOXEPIN"	1
"NOREPHEDRINE IN HAIR"	1
"NORETHISTERONE"	2
"NORKETAMINE"	1
"NORMORPHINE"	1
"NORPSEUDOEPHEDRINE IN HAIR"	1
"NORSERTRALINE"	1
"NORTH AMERICA"	1
"NORTRIPTYLINE"	1
"NORWAY"	1
"NOVEL ERYTHROPOIESIS STIMULATING PROTEIN"	1
"NOVEL OPIOIDS"	1
"NOVEL PSYCHOACTIVE DRUGS"	1
"NOVEL PSYCHOACTIVE SUBSTANCE"	6
"NOVEL PSYCHOACTIVE SUBSTANCES"	9
"NOVEL SYNTHETIC OPIOIDS"	1
"NOVICHOK"	2
"NPS METABOLISM"	1
"NT-PROBNP"	1
"NUCLEAR MAGNETIC RESONANCE (NMR)"	3
"NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY (NMR)"	1
"NUCLEOSIDE"	1
"NUCLEOTIDE SEQUENCE"	1
"NUTRITIONAL SUPPLEMENTS"	1
"NYSTAGMUS"	1
"O-METHYLATION"	1
"OCCUPATIONAL ACCIDENT/INJURIES"	1
"OCCUPATIONAL EXPOSURE"	3
"OCCUPATIONAL SAFETY"	1
"OCFENTANIL"	6
"OCULAR INJURY"	1
"ODUTS"	1
"OECD TEST"	1
"OLANZAPINE"	3
"OLEAMIDE"	1
"OLOPATADINE"	1
"OMEPRAZOLE"	1
"ON-FIBER DERIVATIZATION"	1
"ON-LINE ANALYSIS"	2
"ON-LINE COUPLING"	1
"ON-LINE LC-MS/MS"	1
"ON-LINE SOLID-PHASE EXTRACTION"	1
"ON-LINE SPE"	3
"ON-LINE SPE-LC-MS/MS"	1
"ON-SITE DEVICE"	1
"ON-SITE DRUG IMMUNOASSAY"	1
"ON-SITE DRUG TESTING"	2
"ON-SITE DRUG TESTING URINE"	1
"ON-SITE SCREENING"	2
"ON-SITE TEST"	2
"ON-SITE TESTING"	5
"ON-SITE TESTS"	2
"ONLINE EXTRACTION"	1
"ONLINE SOLID-PHASE EXTRACTION"	1
"OPEN LIBRARY CONCEPT"	1
"OPIATE AND DERIVATIVES"	24
"OPIOD AND DERIVATIVES"	19
"OPIOID-DEPENDENCE"	1
"OPIOID-DEPENDENT PATIENT"	1
"OPIOID ABUSE"	1
"OPIOID ADDICTION"	2
"OPIOID ANALGESIC DRUG"	1
"OPIOID ANALGESICS"	2
"OPIOID INTOXICATION"	1
"OPIOID MONITORING"	1
"OPIOID REPLACEMENT THERAPY"	1
"OPIOID TOXIDROME"	1
"OPIOID TREATMENT"	1
"OPIOID USE DISORDER"	1
"OPIUM USE MARKER"	1
"OPTIMISATION"	1
"OPTIMIZATION"	1
"ORACOL"	1
"ORAL"	1
"ORAL FLUID"	86
"ORAL FLUID ANALYSIS"	1
"ORAL FLUID COLLECTION"	3
"ORAL FLUID COLLECTION DEVICES"	1
"ORAL FLUID DEVICES (OFDS)"	1
"ORAL FLUID DRUG TESTS"	1
"ORAL FLUID SAMPLES"	1
"ORAL FLUID SCREENING"	1
"ORAL FLUID TO BLOOD RATIO"	1
"ORAL FLUID TO WHOLE BLOOD RATIO"	1
"ORAL FLUIDS"	2
"ORAL GAVAGE"	1
"ORAL GELS CONTAINING ETHANOL"	1
"ORAL HYGIENE LIQUIDS CONTAINING ETHANOL"	1
"ORAL INGESTION"	1
"ORATECT"	1
"ORBITRAP"	12
"ORGAN DISTRIBUTION"	1
"ORGAN TRANSPLANTATION"	1
"ORGANIC MONOLITH"	1
"ORGANIC SOLVENT"	1
"ORGANISATION FOR THE PROHIBITION OF CHEMICAL WEAPONS"	1
"ORGANOCHLORINE PESTICIDES"	2
"ORGANOCHLORINES"	1
"ORGANOPHOSPHATE EXPOSURES"	1
"ORGANOPHOSPHATE PESTICIDES"	1
"ORGANOPHOSPHATES"	3
"ORGANOPHOSPHORUS"	2
"ORGANOPHOSPHORUS INSECTICIDES"	2
"ORGANOPHOSPHORUS NERVE AGENT"	1
"ORGANOPHOSPHORUS NERVE AGENTS"	1
"ORGANOPHOSPHORUS PESTICIDES"	1
"ORTHOGONAL ARRAY DESIGN"	1
"OSTEOPOROSIS"	1
"OUTCOME MEASURES IN COCAINE CLINICAL TRIALS"	1
"OUTOX"	1
"OVER-THE-COUNTER MEDICATIONS"	1
"OVERDOSE"	16
"OVERDOSE/MORTALITY"	1
"OXAZEPAM"	2
"OXAZEPAM GLUCURONIDE"	1
"OXCARBAZEPINE"	1
"OXIDATION"	1
"OXIDATIVE STRESS"	1
"OXIMES"	1
"OXIMETER"	1
"OXYCODONE"	2
"OXYDEMETON-METHYL"	1
"OXYHEMOGLOBIN RATIO"	1
"OXYMORPHONE"	1
"P-HYDROXYBENZOYLECGONINE"	1
"P-METHOXYAMPHETAMINE"	1
"P-METHOXYMETHAMPHETAMINE"	1
"P.E.P. PILLS"	1
"PA-EME"	1
"PACIFIC ISLANDS"	1
"PACKED 96-TIPS"	3
"PAIN MANAGEMENT DRUGS"	1
"PAN AMERICAN GAMES"	1
"PANCURONIUM"	1
"PAPAVER SOMNIFERUM L."	1
"PAPER SPRAY"	1
"PAPER SPRAY MASS SPECTROMETRY"	1
"PARA-ANISALDEHYDE"	1
"PARA-METHOXYETHYLAMPHETAMINE"	1
"PARABENS"	1
"PARACETAMOL"	1
"PARALLEL REACTION MONITORING"	1
"PARALYTIC SHELLFISH POISONING"	3
"PARALYTIC SHELLFISH POISONING TOXIN DETECTION"	1
"PARALYTIC SHELLFISH TOXINS"	1
"PARAMETHOXYAMPHETAMINE"	1
"PARAMETHOXYMETHAMPHETAMINE"	2
"PARAQUAT"	1
"PARATHION"	1
"PARAXANTHINE"	1
"PARENCHYMAL TISSUES"	1
"PARISHIN"	1
"PARKINSON'S DISEASE"	1
"PAROXETINE"	1
"PARTIAL-SPOT ANALYSIS"	1
"PARTY PILLS"	4
"PASSIVE BREATH ALCOHOL DETECTION"	1
"PASSIVE EXPOSURE"	3
"PATCHES"	2
"PATHOGENESIS OF ADDICTION"	2
"PATHOLOGY"	3
"PATHOPHYSIOLOGY"	1
"PATHWAYS"	1
"PATTERNS OF USE"	1
"PB-22"	1
"PB-22�N-5-HYDROXYPENTYL"	1
"PB-22�N-PENTANOIC ACID"	1
"PCEEA"	2
"PCEPA"	1
"PCI-GC-MS"	1
"PCMEA"	1
"PCMPA"	1
"PCPDIOL"	1
"PCPR"	1
"PEAK BAC"	1
"PEDESTRIANS"	1
"PEDIATRIC"	1
"PEDIATRIC TOXICOLOGY"	1
"PEG/OH-PDMS/?-MPTS COATING"	1
"PENTOBARBITAL"	3
"PEPTIDE"	2
"PEPTIDE ANALYSIS"	2
"PEPTIDE HORMONES"	1
"PEPTIDE METABOLISM"	1
"PEPTIDE SUBSTRATE"	1
"PEPTIDES"	1
"PER SE"	1
"PER SE LIMITS"	1
"PER SE THRESHOLD"	1
"PERAMIVIR"	2
"PERCEIVED RISK"	1
"PERCENTILES"	1
"PERCEPTION"	1
"PERCHLOROETHYLENE"	1
"PERCUTANEOUS"	1
"PERCUTANEOUS ABSORPTION"	1
"PERFORMANCE"	2
"PERFORMANCE SPECIFICATION"	1
"PERFORMANCE TESTING"	1
"PERICARDIAL FLUID"	2
"PERIPHERAL BLOOD"	9
"PERSONALITY"	1
"PESTICIDE"	3
"PESTICIDE EXPOSURE"	1
"PESTICIDE METABOLITES"	1
"PESTICIDE RESIDUE"	1
"PESTICIDES"	6
"PESTICIDES IN MECONIUM"	1
"PESTICIDES SCREENING"	1
"PH"	1
"PHARMACEUTICAL ANALYSIS"	1
"PHARMACEUTICAL PREPARATIONS"	1
"PHARMACEUTICALS"	6
"PHARMACODYNAMICS"	1
"PHARMACOEPIDEMIOLOGY"	1
"PHARMACOGENETICS"	3
"PHARMACOGENOMICS"	1
"PHARMACOKINETIC MODELING"	1
"PHARMACOKINETIC PROFILE"	1
"PHARMACOKINETIC STUDIES"	1
"PHARMACOKINETIC STUDY"	3
"PHARMACOKINETICS"	39
"PHARMACOLOGY"	8
"PHARMACOLOGY AND TOXICOLOGY"	2
"PHARMACY"	1
"PHASE I METABOLISM"	1
"PHASE SEPARATION"	1
"PHENAZEPAM"	1
"PHENCYCLIDINE"	4
"PHENETHYLAMINE"	3
"PHENETHYLAMINE-TYPE DRUGS"	1
"PHENOBARBITAL"	1
"PHENOTHIAZINE"	1
"PHENOTYPING"	1
"PHENYTOIN"	1
"PHOLCODINE"	1
"PHOLEDRINE"	1
"PHOSPHATIDYL ETHANOL (PETH)"	1
"PHOSPHATIDYLETHANOL"	5
"PHOSPHOLIPID REMOVAL"	1
"PHOSPHOLIPIDS"	3
"PHOSPHORYLATED ACETYLCHOLINESTERASE"	1
"PHOTO IDENTIFICATION"	1
"PHOTOGRAMMETRY"	1
"PHTHALATE METABOLITES"	1
"PHTHALEIN"	1
"PHW-LC"	1
"PHYCOTOXINS"	1
"PHYSCION"	1
"PHYSICOCHEMICAL AND PHARMACOKINETIC PARAMETERS"	1
"PHYSIOLOGICAL CONCENTRATION"	1
"PHYSIOLOGICAL CONDITIONS"	1
"PHYSOSTIGMINE"	1
"PHYTOCHEMISTRY"	1
"PICEID"	2
"PIEDMONT"	1
"PINDOLOL AND METOPROLOL"	1
"PIOGLITAZONE"	1
"PIPERAZINE"	7
"PIPERAZINE ANALOGUES"	1
"PIPETTE-TIP SOLID PHASE EXTRACTION (PT-SPE)"	1
"PIPETTE TIPS"	1
"PITFALLS"	1
"PITFALLS IN HAIR ANALYSIS"	1
"PITUITARY GLAND"	1
"PIVKA II"	1
"PK/PD"	1
"PLACENTA"	4
"PLANT EXTRACT"	1
"PLASMA"	33
"PLASMA AND BLOOD SAMPLES"	1
"PLASMA AND URINE LEVELS"	1
"PLASMA AND URINE SAMPLES"	1
"PLASMA AND URINE TESTING"	1
"PLASMA CONCENTRATION"	1
"PLASMA SAMPLES"	6
"PLASMA STABILITY"	1
"PLASMA VOLUME"	1
"PLASTIC BAG"	1
"PLEUROCYBELLA PORRIGENS"	1
"PMA"	4
"PMMA"	2
"PMR"	1
"POINT-OF-CARE SETTING"	1
"POINT-OF-CARE TEST"	1
"POINT OF CARE"	1
"POISONING"	19
"POISONING DEATH"	1
"POISONING."	1
"POISONS"	1
"POISSON"	1
"POLAR METABOLITES"	1
"POLICE"	4
"POLICY"	1
"POLY(DIALLYL-DIMETHYLAMMONIUM CHLORIDE"	1
"POLY(ETHER ETHER KETONE)"	1
"POLY(PYRROLE)"	1
"POLYCHLORINATED BIPHENYLS"	1
"POLYCHLORINATED BIPHENYLS (PCBS)"	1
"POLYCLONAL ANTIBODY"	1
"POLYCYCLIC AROMATIC HYDROCARBONS"	1
"POLYDRUG"	1
"POLYDRUG USE"	3
"POLYGONUM CUSPIDATUM"	1
"POLYGONUM CUSPIDATUM SIEB. ET ZUCC"	1
"POLYMER-COATING"	1
"POLYMORPHISM"	1
"POLYMORPHISMS"	1
"POLYPYRROLE"	2
"POLYSTYRENE SORBENT"	1
"POLYSTYRENE/GRAPHENE NANOFIBERS"	1
"POLYSUBSTANCE USE"	1
"POLYURETHANE COMBUSTION"	1
"POLYVINYLIDENE DIFLUORIDE (PVDF) HOLLOW FIBER"	1
"PON1"	1
"POOLED HUMAN LIVER MICROSOMES"	1
"POPLITEAL BLOOD"	1
"POPPY SEED"	1
"POPPY SEED DEFENSE"	1
"POPPY SEEDS"	1
"POPULATION"	1
"POPULATION-BASED"	1
"POPULATION-BASED SURVEYS"	1
"POPULATION HEALTH"	1
"POPULATION SAMPLE"	1
"POPULATION SURVEILLANCE/METHODS"	1
"PORT TERMINAL"	1
"PORTABLE COOKING STOVE FUEL"	1
"POSACONAZOLE"	1
"POSITIONAL ISOMERS"	1
"POSITIVE-MODE ELECTROSPRAY"	1
"POSITIVE LIKELIHOOD RATIO"	1
"POSITIVE PREDICTIVE VALUE"	1
"POST-ANALYSIS CUSTODY"	1
"POST-MORTEM ANALYSIS"	2
"POST-MORTEM BLOOD"	1
"POST-MORTEM BLOOD SAMPLES"	1
"POST-MORTEM DECOMPOSITION"	1
"POST-MORTEM DIAGNOSIS"	1
"POST-MORTEM DIAGNOSTICS"	1
"POST-MORTEM DISTRIBUTION"	1
"POST-MORTEM DRUG REDISTRIBUTION"	1
"POST-MORTEM FORENSIC TOXICOLOGY"	1
"POST-MORTEM MATERIAL"	1
"POST-MORTEM REDISTRIBUTION"	3
"POST-MORTEM STABILITY"	1
"POST-MORTEM TOXICOLOGY"	4
"POST-MORTEM URINE"	1
"POST-TRANSLATIONAL MODIFICATION"	1
"POST ACQUISITION DATA PROCESSING AND MINING MODES"	1
"POST MORTEM"	2
"POST MORTEM BLOOD"	1
"POST MORTEM REDISTRIBUTION"	1
"POST MORTEM SAMPLES"	1
"POST MORTEM TOXICOLOGY"	1
"POSTMORTEM ANALYSIS"	1
"POSTMORTEM BIOCHEMISTRY"	3
"POSTMORTEM BLOOD"	6
"POSTMORTEM BLOOD CONCENTRATIONS"	1
"POSTMORTEM CASES"	2
"POSTMORTEM CHEMISTRY"	1
"POSTMORTEM CONCENTRATIONS"	1
"POSTMORTEM DECOMPOSITION"	1
"POSTMORTEM DISTRIBUTION"	9
