"Authors","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Author Keywords","Index Keywords","Correspondence Address","Document Type","Publication Stage","Access Type","Source","EID","SubEvidence","Evidence"
"Liu W., Ma X., Zhou Y., Tao D., Cheng J.","36739405100;57192988574;24175343600;54411283900;14057685600;","P-Laplacian Regularization for Scene Recognition",2019,"IEEE Transactions on Cybernetics","49","8","8362736","2927","2940",NA,32,"10.1109/TCYB.2018.2833843","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047621628&doi=10.1109%2fTCYB.2018.2833843&partnerID=40&md5=7183ae0c88591b2ebda3967cb95b74ae","College of Information and Control Engineering, China University of Petroleum (East China), Qingdao, 266580, China; Faculty of Science and Technology, University of Macau999078, Macau; School of Information Science and Engineering, Yunnan University, Kunming, 650091, China; Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, Shenzhen, 518055, China; Department of Mechanical and Automation Engineering, Chinese University of Hong Kong, Hong Kong","Liu, W., College of Information and Control Engineering, China University of Petroleum (East China), Qingdao, 266580, China; Ma, X., College of Information and Control Engineering, China University of Petroleum (East China), Qingdao, 266580, China; Zhou, Y., Faculty of Science and Technology, University of Macau999078, Macau; Tao, D., School of Information Science and Engineering, Yunnan University, Kunming, 650091, China; Cheng, J., Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, Shenzhen, 518055, China, Department of Mechanical and Automation Engineering, Chinese University of Hong Kong, Hong Kong","Laplacian regularization (LapR); manifold learning; p-Laplacian; scene recognition; semi-supervised learning (SSL)","Approximation algorithms; Automobile engine manifolds; Eigenvalues and eigenfunctions; Geometry; Laplace equation; Laplace transforms; Standards; Supervised learning; Uranium compounds; Laplacian regularizations; Manifold learning; P-Laplacian; Scene recognition; Semi- supervised learning; Semi-supervised learning (SSL); Learning algorithms","Liu, W.; College of Information and Control Engineering, China University of Petroleum (East China)China; email: liuwf@upc.edu.cn","Article","Final","","Scopus","2-s2.0-85047621628","Explosive Scene","Explosives"
"Xia Z., Chen W., Li Q., Yuan F., Tian C., Tang L.","57194154487;55797363500;56566919600;7201350351;57191574413;55245440900;","Prediction of mobile image saliency and quality under cloud computing environment",2019,"Digital Signal Processing: A Review Journal","91","","","66","76",NA,NA,"10.1016/j.dsp.2018.12.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059346058&doi=10.1016%2fj.dsp.2018.12.006&partnerID=40&md5=47aa678b55671b8ad890fa6b54a28de2","State Information Center of PR China, China; School of Information Science and Technology, Xiamen University, Xiamen, China; School of Computer Engineering, Nanyang Technological University, China; College of Information, Mechanical and Electrical Engineering, Shanghai Normal University, China; Xuzhou University of Technology, China; School of Medical Imaging, Xuzhou Medical University, China","Xia, Z., State Information Center of PR China, China; Chen, W., School of Information Science and Technology, Xiamen University, Xiamen, China; Li, Q., School of Computer Engineering, Nanyang Technological University, China; Yuan, F., College of Information, Mechanical and Electrical Engineering, Shanghai Normal University, China; Tian, C., Xuzhou University of Technology, China; Tang, L., School of Medical Imaging, Xuzhou Medical University, China","Cloud computing; Image quality; Mobile; Multimedia communication; Visual saliency; Wireless networks","Cellular telephone systems; Cloud computing; Complex networks; Energy conservation; Forecasting; Mobile cloud computing; Multimedia systems; Photography; Quality of service; Smartphones; Visualization; Wireless networks; Cloud computing environments; Effectiveness and efficiencies; Global and Local Features; Mobile; Mobile multimedia applications; Multi-media communications; Quality of experience (QoE); Visual saliency; Image quality","Chen, W.; School of Information Science and Technology, Xiamen UniversityChina; email: weiling.chen@stu.xmu.edu.cn","Article","Final","","Scopus","2-s2.0-85059346058","Explosive Scene","Explosives"
"Rampant S., Coumbaros J., Chapman B.","57205570647;7801471626;57202255979;","Post-blast detection of human DNA on improvised explosive device fragments",2019,"Australian Journal of Forensic Sciences","51","sup1","","S111","S114",NA,2,"10.1080/00450618.2019.1569157","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060565677&doi=10.1080%2f00450618.2019.1569157&partnerID=40&md5=1b6ae337577af74be86ade98ac6858d1","Medical, Molecular and Forensic Sciences, Murdoch University, Murdoch, WA, Australia; Forensic Science Laboratory, ChemCentre, Bentley, WA, Australia","Rampant, S., Medical, Molecular and Forensic Sciences, Murdoch University, Murdoch, WA, Australia; Coumbaros, J., Medical, Molecular and Forensic Sciences, Murdoch University, Murdoch, WA, Australia, Forensic Science Laboratory, ChemCentre, Bentley, WA, Australia; Chapman, B., Medical, Molecular and Forensic Sciences, Murdoch University, Murdoch, WA, Australia","DNA; forensic science; IED; post-blast; pre-blast","DNA; explosive; Article; bomb; DNA determination; female; human; pipe bomb","Rampant, S.; Medical, Molecular and Forensic Sciences, Murdoch UniversityAustralia; email: sharonnerampant@gmail.com","Article","Final","","Scopus","2-s2.0-85060565677","Explosive Scene","Explosives"
"Booth N., Chapman B.","57205667603;57202255979;","DNA recovery from fired hollow point ammunition",2019,"Australian Journal of Forensic Sciences","51","sup1","","S107","S110",NA,1,"10.1080/00450618.2019.1568566","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061063127&doi=10.1080%2f00450618.2019.1568566&partnerID=40&md5=fee3556b15cfd52c0d11cfeaf954387d","Medical, Molecular and Forensic Sciences, Murdoch University, Perth, WA, Australia","Booth, N., Medical, Molecular and Forensic Sciences, Murdoch University, Perth, WA, Australia; Chapman, B., Medical, Molecular and Forensic Sciences, Murdoch University, Perth, WA, Australia","ANZFSS; ballistics; DNA profiling; DNA quantitation; DNA recovery; forensic DNA; forensic firearms","copper; DNA; Article; bullet; cell suspension; crime; DNA determination; female; firearm; human; human cell; quantitative analysis; weapon","Booth, N.; Medical, Molecular and Forensic Sciences, Murdoch UniversityAustralia; email: nkbooth@westnet.com.au","Article","Final","","Scopus","2-s2.0-85061063127","Explosive Scene","Explosives"
"Van De Wouw D.W.J.M., Haar F.B.T., Dubbelman G., De With P.H.N.","55210092200;57210108777;24775826100;7003945229;","Development and analysis of a real-time system for automated detection of improvised explosive device indicators from ground vehicles",2019,"Journal of Electronic Imaging","28","4","043009","","",NA,1,"10.1117/1.JEI.28.4.043009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069507078&doi=10.1117%2f1.JEI.28.4.043009&partnerID=40&md5=bd77e14ef1a1ae982d5f91a7f055707e","Eindhoven University of Technology, Faculty of Electrical Engineering, SPS-VCA, Eindhoven, Netherlands; ViNotion B.V., Eindhoven, Netherlands; TNO, Den Haag, Netherlands","Van De Wouw, D.W.J.M., Eindhoven University of Technology, Faculty of Electrical Engineering, SPS-VCA, Eindhoven, Netherlands, ViNotion B.V., Eindhoven, Netherlands; Haar, F.B.T., TNO, Den Haag, Netherlands; Dubbelman, G., Eindhoven University of Technology, Faculty of Electrical Engineering, SPS-VCA, Eindhoven, Netherlands; De With, P.H.N., Eindhoven University of Technology, Faculty of Electrical Engineering, SPS-VCA, Eindhoven, Netherlands","change detection; computer vision; counter-IED","Computer vision; Explosives; Explosives detection; Graphical user interfaces; Graphics processing unit; Ground vehicles; Interactive computer systems; Pipeline processing systems; Real time systems; Change detection; counter-IED; Graphical processing unit (GPUs); Improvised explosive devices; Interactive graphical user interface; Pipelined architecture; Spatio-temporal filter; Threedimensional (3-d); Stereo image processing","Van De Wouw, D.W.J.M.; Eindhoven University of Technology, Faculty of Electrical Engineering, SPS-VCANetherlands; email: dennisvandewouw@gmail.com","Article","Final","","Scopus","2-s2.0-85069507078","Explosive Scene","Explosives"
"Gupta P., Sinno Z., Glover J.L., Paulter N.G., Bovik A.C.","57195567992;56811678500;57204325922;7004130177;56984291600;","Predicting Detection Performance on Security X-Ray Images as a Function of Image Quality",2019,"IEEE Transactions on Image Processing","28","7","8630637","3328","3342",NA,3,"10.1109/TIP.2019.2896488","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065972507&doi=10.1109%2fTIP.2019.2896488&partnerID=40&md5=2c5f81793a72afc4d1abb74a35f80d10","Department of Electrical and Computer Engineering, University of Texas at Austin, Austin, TX  78701, United States; National Institute of Standards and Technology, Gaithersburg, MD  20899, United States; Theiss Research, San Diego, CA  92037, United States","Gupta, P., Department of Electrical and Computer Engineering, University of Texas at Austin, Austin, TX  78701, United States; Sinno, Z., Department of Electrical and Computer Engineering, University of Texas at Austin, Austin, TX  78701, United States; Glover, J.L., National Institute of Standards and Technology, Gaithersburg, MD  20899, United States, Theiss Research, San Diego, CA  92037, United States; Paulter, N.G., National Institute of Standards and Technology, Gaithersburg, MD  20899, United States; Bovik, A.C., Department of Electrical and Computer Engineering, University of Texas at Austin, Austin, TX  78701, United States","IEEE/ANSI N42.55; image quality; improvised explosive devices (IEDs); IQI prediction; NSS; task performance study; X-ray images","Bombs (ordnance); Explosives; Explosives detection; Forecasting; Image enhancement; Medical imaging; Detection performance; IEEE/ANSI N42.55; Improvised explosive devices; Natural scene statistics; Quality indicators; Task performance; Visible light images; X-ray image; Image quality","Gupta, P.; Department of Electrical and Computer Engineering, University of Texas at AustinUnited States; email: praful_gupta@utexas.edu","Article","Final","","Scopus","2-s2.0-85065972507","Explosive Scene","Explosives"
"Price S.R., Anderson D.T., Price S.R.","55810815000;55483345800;57195447994;","GOOFeD: Extracting Advanced Features for Image Classification via Improved Genetic Programming",2019,"2019 IEEE Congress on Evolutionary Computation, CEC 2019 - Proceedings","","","8790347","1596","1603",NA,2,"10.1109/CEC.2019.8790347","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071310124&doi=10.1109%2fCEC.2019.8790347&partnerID=40&md5=cdf7186f3eaed141be5730bac9201853","U.S. Army Engineer Research and Development Center, Vicksburg, MS, United States","Price, S.R., U.S. Army Engineer Research and Development Center, Vicksburg, MS, United States; Anderson, D.T., U.S. Army Engineer Research and Development Center, Vicksburg, MS, United States; Price, S.R., U.S. Army Engineer Research and Development Center, Vicksburg, MS, United States","feature extraction; genetic programming; GOOFeD; image classification","Extraction; Feature extraction; Genetic algorithms; Genetic programming; Image classification; Image enhancement; Population statistics; Buried explosive hazards; Classification accuracy; Classification performance; Critical component; GOOFeD; Histogram of oriented gradients; Population diversity; Redundancy removal; Classification (of information)","","Conference Paper","Final","","Scopus","2-s2.0-85071310124","Explosive Scene","Explosives"
"Lacko I.","7003764052;","FeArt and Dance-xiety in Nature Theater of Oklahoma's Pursuit of Happiness: Artificiality, Authenticity and Fun as the Building Stones of a Hopeful Performative",2019,"Journal of Contemporary Drama in English","7","1","","123","138",NA,NA,"10.1515/jcde-2019-0009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067479659&doi=10.1515%2fjcde-2019-0009&partnerID=40&md5=9b06d5d673842c64a9bcb48d0c10c02e","Comenius University, Bratislava, Slovakia","Lacko, I., Comenius University, Bratislava, Slovakia","anxiety; artificiality; authenticity; divergent dramaturgy; fear; hopeful performative; simulacra","","Lacko, I.; Comenius UniversitySlovakia; email: ivan.lacko@uniba.sk","Article","Final","","Scopus","2-s2.0-85067479659","Explosive Scene","Explosives"
"Lennert E., Bridge C.M.","57203970520;8280539200;","Rapid screening for smokeless powders using DART-HRMS and thermal desorption DART-HRMS",2019,"Forensic Chemistry","13","","100148","","",NA,4,"10.1016/j.forc.2019.100148","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061789120&doi=10.1016%2fj.forc.2019.100148&partnerID=40&md5=453774b0b7a64b4319e289c4cfb88489","University of Central Florida, Department of Chemistry, 4111 Libra Drive, Physical Sciences Bld. Rm. 255, Orlando, FL  32816-2366, United States; National Center for Forensic Science, University of Central Florida, PO Box 162367, Orlando, FL  32816-2367, United States","Lennert, E., University of Central Florida, Department of Chemistry, 4111 Libra Drive, Physical Sciences Bld. Rm. 255, Orlando, FL  32816-2366, United States; Bridge, C.M., University of Central Florida, Department of Chemistry, 4111 Libra Drive, Physical Sciences Bld. Rm. 255, Orlando, FL  32816-2366, United States, National Center for Forensic Science, University of Central Florida, PO Box 162367, Orlando, FL  32816-2367, United States","","","Bridge, C.M.; National Center for Forensic Science, University of Central Florida, PO Box 162367, United States; email: cbridge@ucf.edu","Article","Final","","Scopus","2-s2.0-85061789120","Explosive Scene","Explosives"
"Chajistamatiou A., Angelis Y., Kiousi P., Tsivou M., Bakeas E.","52563143200;6603301070;6503946172;9841461600;6603627769;","Discrimination of tetryl samples by gas chromatography – Isotope ratio mass spectrometry",2019,"Forensic Chemistry","12","","","42","45",NA,1,"10.1016/j.forc.2018.11.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056925576&doi=10.1016%2fj.forc.2018.11.006&partnerID=40&md5=1b603100e07e0bcacfe5607eee46042d","National & Kapodistrian University of Athens, Department of Chemistry, Laboratory of Analytical Chemistry, Panepistimiopolis Zografos, Athens, 157 71, Greece; Forensic Science Division of Hellenic Police, Chemical & Physical Examinations Department, Laboratory of Improvised Explosive Devices Analysis, Antigonis 2-6, Athens, 104 42, Greece; Doping Control Laboratory of Athens, Olympic Athletic Center of Athens, Kifissias 37, Maroussi, 151 23, Greece","Chajistamatiou, A., National & Kapodistrian University of Athens, Department of Chemistry, Laboratory of Analytical Chemistry, Panepistimiopolis Zografos, Athens, 157 71, Greece, Forensic Science Division of Hellenic Police, Chemical & Physical Examinations Department, Laboratory of Improvised Explosive Devices Analysis, Antigonis 2-6, Athens, 104 42, Greece; Angelis, Y., Doping Control Laboratory of Athens, Olympic Athletic Center of Athens, Kifissias 37, Maroussi, 151 23, Greece; Kiousi, P., Doping Control Laboratory of Athens, Olympic Athletic Center of Athens, Kifissias 37, Maroussi, 151 23, Greece; Tsivou, M., Doping Control Laboratory of Athens, Olympic Athletic Center of Athens, Kifissias 37, Maroussi, 151 23, Greece; Bakeas, E., National & Kapodistrian University of Athens, Department of Chemistry, Laboratory of Analytical Chemistry, Panepistimiopolis Zografos, Athens, 157 71, Greece","2,4,6,N-tetranitro-N-methylaniline; Explosives; Gas chromatography; IRMS; Isotope ratio mass spectrometry; Tetryl","","Bakeas, E.; National & Kapodistrian University of Athens, Department of Chemistry, Laboratory of Analytical Chemistry, Panepistimiopolis Zografos, Greece; email: bakeas@chem.uoa.gr","Article","Final","","Scopus","2-s2.0-85056925576","Explosive Scene","Explosives"
"Kuczelinis F., Weis P., Bings N.-H.","57204728518;7007170992;6603433993;","Forensic comparison of PVC tape backings using time resolved LA-ICP-MS analysis",2019,"Forensic Chemistry","12","","","33","41",NA,2,"10.1016/j.forc.2018.11.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056815514&doi=10.1016%2fj.forc.2018.11.004&partnerID=40&md5=d614e003b04e01cce6271dc6ee418e20","Laboratory for Inorganic Trace Analysis and Plasma Spectrometry, Institute of Inorganic Chemistry and Analytical Chemistry, Johannes Gutenberg-University, Mainz, Germany; KT42 Inorganic Materials and Microtraces, Coatings, Forensic Science Institute, Federal Criminal Police Office, Wiesbaden, Germany","Kuczelinis, F., Laboratory for Inorganic Trace Analysis and Plasma Spectrometry, Institute of Inorganic Chemistry and Analytical Chemistry, Johannes Gutenberg-University, Mainz, Germany, KT42 Inorganic Materials and Microtraces, Coatings, Forensic Science Institute, Federal Criminal Police Office, Wiesbaden, Germany; Weis, P., KT42 Inorganic Materials and Microtraces, Coatings, Forensic Science Institute, Federal Criminal Police Office, Wiesbaden, Germany; Bings, N.-H., Laboratory for Inorganic Trace Analysis and Plasma Spectrometry, Institute of Inorganic Chemistry and Analytical Chemistry, Johannes Gutenberg-University, Mainz, Germany","Electrical tapes; LA-ICP-MS; Match criteria; Matrix matched standards","","Weis, P.; KT42 Inorganic Materials and Microtraces, Coatings, Forensic Science Institute, Federal Criminal Police OfficeGermany; email: Peter.Weis@bka.bund.de","Article","Final","","Scopus","2-s2.0-85056815514","Explosive Scene","Explosives"
"Pinheiro K.M.P., Moreira R.C., Rezende K.C.A., Talhavini M., Logrado L.P.L., Baio J.A.F., Lanza M.R.V., Coltro W.K.T.","57204728391;56900624400;57191446553;6602405849;56464160300;11839913900;36157970400;8675907400;","Rapid separation of post-blast explosive residues on glass electrophoresis microchips",2019,"Electrophoresis","40","3","","462","468",NA,6,"10.1002/elps.201800245","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056883849&doi=10.1002%2felps.201800245&partnerID=40&md5=410065afecb7a73124c11c7312328490","Instituto de Química, Universidade Federal de Goiás, Goiânia, GO, Brazil; Instituto Nacional de Criminalística, Polícia Federal Brasileira, Brasília, DF, Brazil; Instituto de Química de São Carlos, Universidade de São Paulo, São Carlos, SP, Brazil; Instituto Nacional de Ciência e Tecnologia de Bioanalítica, Campinas, SP, Brazil","Pinheiro, K.M.P., Instituto de Química, Universidade Federal de Goiás, Goiânia, GO, Brazil; Moreira, R.C., Instituto de Química, Universidade Federal de Goiás, Goiânia, GO, Brazil; Rezende, K.C.A., Instituto de Química, Universidade Federal de Goiás, Goiânia, GO, Brazil; Talhavini, M., Instituto Nacional de Criminalística, Polícia Federal Brasileira, Brasília, DF, Brazil; Logrado, L.P.L., Instituto de Química, Universidade Federal de Goiás, Goiânia, GO, Brazil; Baio, J.A.F., Instituto de Química de São Carlos, Universidade de São Paulo, São Carlos, SP, Brazil; Lanza, M.R.V., Instituto de Química de São Carlos, Universidade de São Paulo, São Carlos, SP, Brazil; Coltro, W.K.T., Instituto de Química, Universidade Federal de Goiás, Goiânia, GO, Brazil, Instituto Nacional de Ciência e Tecnologia de Bioanalítica, Campinas, SP, Brazil","contactless conductivity detection; crime scene investigation; forensic chemistry; ion chromatography; microfluidics","explosive; anion; explosive; glass; analytic method; Article; chemical analysis; concentration (parameter); controlled study; electrophoresis; electrophoresis microchip; feasibility study; ion chromatography; limit of detection; microchip analysis; residue analysis; separation technique; chemistry; electric conductivity; forensic science; ion exchange chromatography; isolation and purification; microchip electrophoresis; procedures; reproducibility; statistical model; Anions; Chromatography, Ion Exchange; Electric Conductivity; Electrophoresis, Microchip; Explosive Agents; Forensic Sciences; Glass; Limit of Detection; Linear Models; Reproducibility of Results","Coltro, W.K.T.; Instituto de Química, Universidade Federal de GoiásBrazil; email: wendell@ufg.br","Article","Final","","Scopus","2-s2.0-85056883849","Explosive Scene","Explosives"
"Liu G., Qi L., Tie Y., Ma L.","56896348100;35240776900;25958427700;56047441300;","Region-of-Interest Detection Based on Statistical Distinctiveness for Panchromatic Remote Sensing Images",2019,"IEEE Geoscience and Remote Sensing Letters","16","2","8482331","271","275",NA,1,"10.1109/LGRS.2018.2870935","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054482909&doi=10.1109%2fLGRS.2018.2870935&partnerID=40&md5=dbfee494eedc086e9f29518587c0eb2e","School of Information Engineering, Zhengzhou University, Zhengzhou, 450001, China","Liu, G., School of Information Engineering, Zhengzhou University, Zhengzhou, 450001, China; Qi, L., School of Information Engineering, Zhengzhou University, Zhengzhou, 450001, China; Tie, Y., School of Information Engineering, Zhengzhou University, Zhengzhou, 450001, China; Ma, L., School of Information Engineering, Zhengzhou University, Zhengzhou, 450001, China","Independent component analysis (ICA); region covariance; region-of-interest (ROI) detection; statistical distinctiveness (SD)","Analytical models; Biological systems; Computational efficiency; Estimation; Explosives detection; Feature extraction; Flow visualization; Image segmentation; Independent component analysis; Remote sensing; Biological system modeling; Computational model; Image color analysis; Independent component analyses (ICA); Region covariance; Region of interest; statistical distinctiveness (SD); Image analysis; covariance analysis; detection method; image processing; panchromatic image; remote sensing; satellite imagery; statistical analysis","Qi, L.; School of Information Engineering, Zhengzhou UniversityChina; email: ielqi@zzu.edu.cn","Article","Final","","Scopus","2-s2.0-85054482909","Explosive Scene","Explosives"
"Fikiet M.A., Khandasammy S.R., Mistek E., Ahmed Y., Halámková L., Bueno J., Lednev I.K.","57200879408;57200881474;56730868900;57195100460;54414110100;55220519700;7004549899;","Forensics: Evidence examination via Raman spectroscopy",2019,"Physical Sciences Reviews","4","2","20170049","","",NA,NA,"10.1515/psr-2017-0049","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077529160&doi=10.1515%2fpsr-2017-0049&partnerID=40&md5=f26a9916f749981a42e7110bee430496","Department of Chemistry, University at Albany, SUNY, 1400 Washington Avenue, Albany, NY  12222, United States","Fikiet, M.A., Department of Chemistry, University at Albany, SUNY, 1400 Washington Avenue, Albany, NY  12222, United States; Khandasammy, S.R., Department of Chemistry, University at Albany, SUNY, 1400 Washington Avenue, Albany, NY  12222, United States; Mistek, E., Department of Chemistry, University at Albany, SUNY, 1400 Washington Avenue, Albany, NY  12222, United States; Ahmed, Y., Department of Chemistry, University at Albany, SUNY, 1400 Washington Avenue, Albany, NY  12222, United States; Halámková, L., Department of Chemistry, University at Albany, SUNY, 1400 Washington Avenue, Albany, NY  12222, United States; Bueno, J., Department of Chemistry, University at Albany, SUNY, 1400 Washington Avenue, Albany, NY  12222, United States; Lednev, I.K., Department of Chemistry, University at Albany, SUNY, 1400 Washington Avenue, Albany, NY  12222, United States","biological stain; bloodstain; chemometrics; controlled substance; counterfeit pharmaceuticals; criminalistics; explosive; fiber; forensics; gunshot residue; hair; questioned document; toxicology; trace analysis; trace evidence","","Lednev, I.K.; Department of Chemistry, University at Albany, SUNY, 1400 Washington Avenue, United States; email: ilednev@albany.edu","Review","Final","","Scopus","2-s2.0-85077529160","Explosive Scene","Explosives"
"Makki I., Younes R., Khodor M., Khoder J., Francis C., Bianchi T., Rizk P., Zucchetti M.","57191337529;15133675400;57207690370;55440181000;35107008200;57202914692;57207694973;35723260200;","RBF Neural Network for Landmine Detection in H Yperspectral Imaging",2019,"Proceedings - European Workshop on Visual Information Processing,  EUVIP","2018-November","","8611652","","",NA,NA,"10.1109/EUVIP.2018.8611652","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062712980&doi=10.1109%2fEUVIP.2018.8611652&partnerID=40&md5=f6ead95b848bf14165a65abfe3f95b98","Faculty of Engineering, Lebanese University, Beirut, Lebanon; Politecnico di Torino, Torino, Italy; Université du Québec À Rimouski, Québec, Canada","Makki, I., Faculty of Engineering, Lebanese University, Beirut, Lebanon; Younes, R., Faculty of Engineering, Lebanese University, Beirut, Lebanon; Khodor, M., Politecnico di Torino, Torino, Italy; Khoder, J., Faculty of Engineering, Lebanese University, Beirut, Lebanon; Francis, C., Faculty of Engineering, Lebanese University, Beirut, Lebanon; Bianchi, T., Politecnico di Torino, Torino, Italy; Rizk, P., Université du Québec À Rimouski, Québec, Canada; Zucchetti, M., Politecnico di Torino, Torino, Italy","Hyperspectral Imaging; landmine detection; RBF Neural Network; remote sensing","Bombs (ordnance); Explosives; Hyperspectral imaging; Radar target recognition; Radial basis function networks; Remote sensing; Spectroscopy; Classification algorithm; Computational costs; Detection performance; Different proportions; Multi-target detection; Radial basis function neural networks; RBF Neural Network; Target identification; Landmine detection","","Conference Paper","Final","","Scopus","2-s2.0-85062712980","Explosive Scene","Explosives"
"Müller T., Erdnüeß B.","57214160675;57195938255;","Brightness correction and shadow removal for video change detection with UAVs",2019,"Proceedings of SPIE - The International Society for Optical Engineering","11009","","1100906","","",NA,2,"10.1117/12.2518618","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072403029&doi=10.1117%2f12.2518618&partnerID=40&md5=e0cb93981444198d2bc46718942fc1ee","Fraunhofer IOSB, Institute of Optronics, System Technologies and Image Exploitation, Fraunhoferstraße 1, Karlsruhe, 76131, Germany; Karlsruhe Institute of Technology (KIT), Englerstraße 7, Karlsruhe, 76131, Germany","Müller, T., Fraunhofer IOSB, Institute of Optronics, System Technologies and Image Exploitation, Fraunhoferstraße 1, Karlsruhe, 76131, Germany; Erdnüeß, B., Karlsruhe Institute of Technology (KIT), Englerstraße 7, Karlsruhe, 76131, Germany","Brightness correction; Change detection; Counter-IED; Improvised explosive device (IED); Shadow detection; Shadow removal; Unmanned aerial vehicle (UAV); Video surveillance","Antennas; Cameras; Explosives; Explosives detection; Image segmentation; Intrusion detection; Luminance; Military applications; Military vehicles; Security systems; Unmanned aerial vehicles (UAV); Change detection; Counter-IED; Improvised explosive devices; Shadow detections; Shadow removal; Video surveillance; Aircraft detection","Müller, T.; Fraunhofer IOSB, Institute of Optronics, System Technologies and Image Exploitation, Fraunhoferstraße 1, Germany; email: thomas.mueller@iosb.fraunhofer.de","Conference Paper","Final","","Scopus","2-s2.0-85072403029","Explosive Scene","Explosives"
